batchsize,dim_input,dim_output,use_bias,activation_fct,hashkey
32,7618,3114,0,1,"[32,7618,3114,0,1]"
46,17727,698,0,1,"[46,17727,698,0,1]"
37,22741,3749,0,0,"[37,22741,3749,0,0]"
55,17152,1974,1,0,"[55,17152,1974,1,0]"
9,25101,3661,1,1,"[9,25101,3661,1,1]"
60,26417,3020,1,1,"[60,26417,3020,1,1]"
11,28856,2410,1,1,"[11,28856,2410,1,1]"
31,12503,2943,0,1,"[31,12503,2943,0,1]"
57,31994,1672,1,1,"[57,31994,1672,1,1]"
60,11881,897,1,1,"[60,11881,897,1,1]"
40,14564,2975,1,0,"[40,14564,2975,1,0]"
53,11697,2332,0,0,"[53,11697,2332,0,0]"
59,6975,3313,0,1,"[59,6975,3313,0,1]"
49,32148,4054,0,1,"[49,32148,4054,0,1]"
8,28308,1285,1,1,"[8,28308,1285,1,1]"
63,32283,139,1,0,"[63,32283,139,1,0]"
31,21996,57,0,0,"[31,21996,57,0,0]"
29,20866,2357,1,1,"[29,20866,2357,1,1]"
61,11037,2535,1,0,"[61,11037,2535,1,0]"
30,18476,1630,0,0,"[30,18476,1630,0,0]"
26,19661,2469,1,0,"[26,19661,2469,1,0]"
55,24622,3376,1,0,"[55,24622,3376,1,0]"
6,4242,206,0,1,"[6,4242,206,0,1]"
21,30899,3464,0,1,"[21,30899,3464,0,1]"
25,14155,2321,1,1,"[25,14155,2321,1,1]"
14,22425,2995,0,0,"[14,22425,2995,0,0]"
9,12511,3882,0,0,"[9,12511,3882,0,0]"
63,25050,1339,1,1,"[63,25050,1339,1,1]"
28,29072,1606,0,0,"[28,29072,1606,0,0]"
11,1188,3850,0,0,"[11,1188,3850,0,0]"
4,30054,3365,0,0,"[4,30054,3365,0,0]"
45,14864,833,1,0,"[45,14864,833,1,0]"
30,31300,490,1,0,"[30,31300,490,1,0]"
59,28529,381,1,0,"[59,28529,381,1,0]"
42,3430,2359,1,1,"[42,3430,2359,1,1]"
9,2436,3130,1,1,"[9,2436,3130,1,1]"
24,18913,3119,1,0,"[24,18913,3119,1,0]"
45,2038,2557,1,0,"[45,2038,2557,1,0]"
49,5326,3737,1,0,"[49,5326,3737,1,0]"
30,3467,2951,1,1,"[30,3467,2951,1,1]"
53,22825,1083,0,1,"[53,22825,1083,0,1]"
37,16630,2674,1,1,"[37,16630,2674,1,1]"
49,8732,2346,1,1,"[49,8732,2346,1,1]"
41,3983,2951,0,1,"[41,3983,2951,0,1]"
25,28938,2972,0,1,"[25,28938,2972,0,1]"
5,27200,1475,0,0,"[5,27200,1475,0,0]"
62,32335,910,1,0,"[62,32335,910,1,0]"
64,6344,3619,1,0,"[64,6344,3619,1,0]"
19,32158,2162,1,0,"[19,32158,2162,1,0]"
17,22710,1481,0,0,"[17,22710,1481,0,0]"
42,20000,828,0,1,"[42,20000,828,0,1]"
49,11478,1745,1,0,"[49,11478,1745,1,0]"
49,25887,3620,1,0,"[49,25887,3620,1,0]"
2,4860,564,1,1,"[2,4860,564,1,1]"
21,5512,2740,1,1,"[21,5512,2740,1,1]"
5,7666,1086,1,1,"[5,7666,1086,1,1]"
62,32389,3943,1,0,"[62,32389,3943,1,0]"
34,14291,1414,1,0,"[34,14291,1414,1,0]"
64,23619,1807,1,1,"[64,23619,1807,1,1]"
46,30514,3187,0,0,"[46,30514,3187,0,0]"
16,27907,1447,0,1,"[16,27907,1447,0,1]"
60,20543,2523,1,0,"[60,20543,2523,1,0]"
11,25339,1915,0,1,"[11,25339,1915,0,1]"
14,7792,2513,1,1,"[14,7792,2513,1,1]"
63,19157,3439,1,0,"[63,19157,3439,1,0]"
8,29568,2909,1,0,"[8,29568,2909,1,0]"
34,11814,2666,1,0,"[34,11814,2666,1,0]"
63,6168,2984,1,0,"[63,6168,2984,1,0]"
54,27431,2579,0,0,"[54,27431,2579,0,0]"
54,18502,856,0,0,"[54,18502,856,0,0]"
47,24046,3117,1,1,"[47,24046,3117,1,1]"
14,30912,3299,0,1,"[14,30912,3299,0,1]"
59,15829,1217,1,1,"[59,15829,1217,1,1]"
50,20069,3491,0,0,"[50,20069,3491,0,0]"
8,23941,2944,1,1,"[8,23941,2944,1,1]"
41,20888,31,0,1,"[41,20888,31,0,1]"
29,22711,896,1,1,"[29,22711,896,1,1]"
25,12718,617,1,0,"[25,12718,617,1,0]"
39,526,493,1,1,"[39,526,493,1,1]"
20,27414,2694,1,1,"[20,27414,2694,1,1]"
22,15443,1732,1,1,"[22,15443,1732,1,1]"
37,27921,2355,0,0,"[37,27921,2355,0,0]"
14,698,1189,1,0,"[14,698,1189,1,0]"
61,7304,538,1,0,"[61,7304,538,1,0]"
16,19729,2732,0,0,"[16,19729,2732,0,0]"
1,4431,3981,0,0,"[1,4431,3981,0,0]"
46,28125,1621,1,0,"[46,28125,1621,1,0]"
40,16969,2656,1,0,"[40,16969,2656,1,0]"
11,29014,2834,0,0,"[11,29014,2834,0,0]"
55,18250,1397,1,1,"[55,18250,1397,1,1]"
17,1881,3294,1,1,"[17,1881,3294,1,1]"
7,7141,827,0,0,"[7,7141,827,0,0]"
10,18381,1774,0,1,"[10,18381,1774,0,1]"
16,30591,1694,0,0,"[16,30591,1694,0,0]"
40,22173,2736,0,0,"[40,22173,2736,0,0]"
42,31009,2401,0,1,"[42,31009,2401,0,1]"
41,8686,2778,0,1,"[41,8686,2778,0,1]"
34,32371,556,1,1,"[34,32371,556,1,1]"
44,21538,677,0,1,"[44,21538,677,0,1]"
37,19546,1933,0,0,"[37,19546,1933,0,0]"
63,24746,507,1,1,"[63,24746,507,1,1]"
45,32423,681,1,1,"[45,32423,681,1,1]"
20,21864,2014,0,0,"[20,21864,2014,0,0]"
7,12770,748,1,1,"[7,12770,748,1,1]"
43,20863,160,1,1,"[43,20863,160,1,1]"
43,24620,2319,0,1,"[43,24620,2319,0,1]"
4,16376,2902,0,0,"[4,16376,2902,0,0]"
55,13377,2106,1,1,"[55,13377,2106,1,1]"
64,23389,919,1,1,"[64,23389,919,1,1]"
14,9856,3279,1,0,"[14,9856,3279,1,0]"
13,20321,3444,0,0,"[13,20321,3444,0,0]"
10,5845,2722,0,1,"[10,5845,2722,0,1]"
15,1576,3300,0,1,"[15,1576,3300,0,1]"
64,11438,3855,0,0,"[64,11438,3855,0,0]"
36,14821,3185,0,0,"[36,14821,3185,0,0]"
26,8307,3958,1,0,"[26,8307,3958,1,0]"
21,32635,2496,1,1,"[21,32635,2496,1,1]"
12,11957,3942,0,1,"[12,11957,3942,0,1]"
22,1234,3704,0,0,"[22,1234,3704,0,0]"
31,31820,4034,1,0,"[31,31820,4034,1,0]"
29,8900,61,1,1,"[29,8900,61,1,1]"
64,29811,1705,1,1,"[64,29811,1705,1,1]"
11,30272,2470,0,0,"[11,30272,2470,0,0]"
63,3315,1631,1,0,"[63,3315,1631,1,0]"
16,27720,3380,1,1,"[16,27720,3380,1,1]"
9,11849,1107,0,1,"[9,11849,1107,0,1]"
60,27352,3975,0,0,"[60,27352,3975,0,0]"
44,27094,1973,1,1,"[44,27094,1973,1,1]"
22,26560,3976,1,0,"[22,26560,3976,1,0]"
39,12336,301,1,1,"[39,12336,301,1,1]"
18,12978,3292,1,1,"[18,12978,3292,1,1]"
6,19142,1920,1,1,"[6,19142,1920,1,1]"
24,17455,2798,1,1,"[24,17455,2798,1,1]"
48,4077,1503,0,1,"[48,4077,1503,0,1]"
55,11611,454,0,0,"[55,11611,454,0,0]"
51,11057,1286,1,0,"[51,11057,1286,1,0]"
44,7865,3522,0,1,"[44,7865,3522,0,1]"
14,25568,4073,0,0,"[14,25568,4073,0,0]"
40,15727,3127,0,1,"[40,15727,3127,0,1]"
3,1403,2727,1,0,"[3,1403,2727,1,0]"
36,22026,3845,1,0,"[36,22026,3845,1,0]"
23,19363,3065,1,1,"[23,19363,3065,1,1]"
61,18501,1650,0,0,"[61,18501,1650,0,0]"
24,26182,1501,0,0,"[24,26182,1501,0,0]"
41,18490,2058,1,0,"[41,18490,2058,1,0]"
47,13286,1511,0,1,"[47,13286,1511,0,1]"
18,28158,1856,0,1,"[18,28158,1856,0,1]"
13,5864,2758,0,0,"[13,5864,2758,0,0]"
4,14492,1746,1,0,"[4,14492,1746,1,0]"
46,15386,1743,0,1,"[46,15386,1743,0,1]"
12,3505,3325,0,0,"[12,3505,3325,0,0]"
59,20647,80,0,1,"[59,20647,80,0,1]"
51,29247,3120,0,1,"[51,29247,3120,0,1]"
37,27056,2042,0,0,"[37,27056,2042,0,0]"
31,20989,173,1,1,"[31,20989,173,1,1]"
46,21631,3105,1,1,"[46,21631,3105,1,1]"
56,27630,1869,1,1,"[56,27630,1869,1,1]"
38,12839,1388,1,0,"[38,12839,1388,1,0]"
32,8576,3872,0,1,"[32,8576,3872,0,1]"
19,12346,3183,0,0,"[19,12346,3183,0,0]"
51,31731,2751,0,0,"[51,31731,2751,0,0]"
22,18380,747,0,1,"[22,18380,747,0,1]"
3,9000,516,0,0,"[3,9000,516,0,0]"
1,32503,477,0,1,"[1,32503,477,0,1]"
34,27732,210,1,0,"[34,27732,210,1,0]"
37,10626,2591,0,0,"[37,10626,2591,0,0]"
16,6645,3216,0,1,"[16,6645,3216,0,1]"
23,31927,1803,0,1,"[23,31927,1803,0,1]"
34,24699,3378,0,0,"[34,24699,3378,0,0]"
26,25252,1064,1,1,"[26,25252,1064,1,1]"
50,24733,3976,1,0,"[50,24733,3976,1,0]"
56,12342,3059,0,1,"[56,12342,3059,0,1]"
27,26478,2567,1,0,"[27,26478,2567,1,0]"
14,3679,132,0,0,"[14,3679,132,0,0]"
2,21454,485,0,0,"[2,21454,485,0,0]"
50,22244,1428,0,0,"[50,22244,1428,0,0]"
43,11638,2127,1,0,"[43,11638,2127,1,0]"
42,28160,2134,0,0,"[42,28160,2134,0,0]"
58,8084,2290,1,1,"[58,8084,2290,1,1]"
38,30375,951,1,1,"[38,30375,951,1,1]"
12,8858,12,1,0,"[12,8858,12,1,0]"
37,32188,3591,0,0,"[37,32188,3591,0,0]"
4,20796,3339,1,0,"[4,20796,3339,1,0]"
7,11990,3479,1,0,"[7,11990,3479,1,0]"
60,18261,1687,0,0,"[60,18261,1687,0,0]"
3,15599,1872,1,0,"[3,15599,1872,1,0]"
61,21344,1406,1,0,"[61,21344,1406,1,0]"
59,1944,3337,1,1,"[59,1944,3337,1,1]"
51,3782,2242,0,1,"[51,3782,2242,0,1]"
58,30694,2490,1,0,"[58,30694,2490,1,0]"
44,12187,299,1,0,"[44,12187,299,1,0]"
18,22174,1325,1,0,"[18,22174,1325,1,0]"
51,9383,4087,1,0,"[51,9383,4087,1,0]"
4,30471,860,0,1,"[4,30471,860,0,1]"
60,24349,3708,0,0,"[60,24349,3708,0,0]"
52,27791,2239,1,1,"[52,27791,2239,1,1]"
54,23759,3025,1,1,"[54,23759,3025,1,1]"
52,13786,2947,1,0,"[52,13786,2947,1,0]"
62,11981,1238,1,0,"[62,11981,1238,1,0]"
30,27329,2859,1,1,"[30,27329,2859,1,1]"
49,32448,3562,0,1,"[49,32448,3562,0,1]"
63,24829,3,0,1,"[63,24829,3,0,1]"
2,31307,3383,1,1,"[2,31307,3383,1,1]"
2,27451,3694,1,0,"[2,27451,3694,1,0]"
62,13176,3062,1,0,"[62,13176,3062,1,0]"
33,11782,2150,0,0,"[33,11782,2150,0,0]"
33,16697,2311,1,0,"[33,16697,2311,1,0]"
44,25123,1217,1,0,"[44,25123,1217,1,0]"
48,15311,3201,1,0,"[48,15311,3201,1,0]"
37,21908,1586,1,1,"[37,21908,1586,1,1]"
1,22160,924,0,0,"[1,22160,924,0,0]"
62,28457,2989,0,0,"[62,28457,2989,0,0]"
18,27324,1533,1,0,"[18,27324,1533,1,0]"
50,21912,2056,1,0,"[50,21912,2056,1,0]"
25,14391,382,0,0,"[25,14391,382,0,0]"
62,32756,2584,0,1,"[62,32756,2584,0,1]"
30,4060,964,1,0,"[30,4060,964,1,0]"
22,32498,4006,0,0,"[22,32498,4006,0,0]"
35,28515,3332,1,1,"[35,28515,3332,1,1]"
36,26725,1403,1,1,"[36,26725,1403,1,1]"
49,17190,3411,1,1,"[49,17190,3411,1,1]"
49,28083,1433,1,0,"[49,28083,1433,1,0]"
29,12122,3277,1,0,"[29,12122,3277,1,0]"
55,14915,1489,1,1,"[55,14915,1489,1,1]"
45,10966,3117,1,0,"[45,10966,3117,1,0]"
62,9492,2276,0,0,"[62,9492,2276,0,0]"
51,23684,1364,1,1,"[51,23684,1364,1,1]"
1,27140,1154,0,1,"[1,27140,1154,0,1]"
1,9905,3256,0,1,"[1,9905,3256,0,1]"
38,20444,1225,1,0,"[38,20444,1225,1,0]"
24,21161,999,1,0,"[24,21161,999,1,0]"
45,25441,872,0,0,"[45,25441,872,0,0]"
40,21311,3965,1,0,"[40,21311,3965,1,0]"
47,28673,2319,1,0,"[47,28673,2319,1,0]"
21,15027,3692,1,0,"[21,15027,3692,1,0]"
54,22577,2551,1,1,"[54,22577,2551,1,1]"
44,16838,698,1,0,"[44,16838,698,1,0]"
24,27613,2676,1,1,"[24,27613,2676,1,1]"
1,28104,4082,0,1,"[1,28104,4082,0,1]"
37,8501,3836,1,0,"[37,8501,3836,1,0]"
1,9215,2702,0,1,"[1,9215,2702,0,1]"
13,18330,3182,0,0,"[13,18330,3182,0,0]"
53,20224,2105,0,1,"[53,20224,2105,0,1]"
8,24445,1569,0,0,"[8,24445,1569,0,0]"
58,32444,2267,0,1,"[58,32444,2267,0,1]"
36,19162,2907,0,1,"[36,19162,2907,0,1]"
41,9811,894,0,0,"[41,9811,894,0,0]"
46,10724,2983,1,1,"[46,10724,2983,1,1]"
59,24047,746,1,0,"[59,24047,746,1,0]"
9,6434,98,0,1,"[9,6434,98,0,1]"
30,14904,170,0,0,"[30,14904,170,0,0]"
21,22242,833,1,1,"[21,22242,833,1,1]"
27,8441,331,1,0,"[27,8441,331,1,0]"
31,32693,1147,0,1,"[31,32693,1147,0,1]"
16,29599,3246,1,1,"[16,29599,3246,1,1]"
30,27617,2946,0,0,"[30,27617,2946,0,0]"
13,28425,1752,1,0,"[13,28425,1752,1,0]"
36,30652,407,1,1,"[36,30652,407,1,1]"
62,26461,3135,1,0,"[62,26461,3135,1,0]"
45,12112,3013,0,0,"[45,12112,3013,0,0]"
6,28886,3724,1,0,"[6,28886,3724,1,0]"
36,24298,2399,1,0,"[36,24298,2399,1,0]"
54,25146,534,0,0,"[54,25146,534,0,0]"
17,23000,785,1,1,"[17,23000,785,1,1]"
64,12707,1596,0,1,"[64,12707,1596,0,1]"
23,26176,2664,1,1,"[23,26176,2664,1,1]"
49,27637,1885,0,0,"[49,27637,1885,0,0]"
27,6116,706,1,0,"[27,6116,706,1,0]"
47,11531,3420,0,1,"[47,11531,3420,0,1]"
59,26982,2209,1,1,"[59,26982,2209,1,1]"
64,9887,3995,0,1,"[64,9887,3995,0,1]"
48,21559,837,0,0,"[48,21559,837,0,0]"
43,729,1044,1,1,"[43,729,1044,1,1]"
34,31866,1070,0,0,"[34,31866,1070,0,0]"
35,25699,2469,0,0,"[35,25699,2469,0,0]"
32,12082,2603,1,1,"[32,12082,2603,1,1]"
19,23722,3009,0,0,"[19,23722,3009,0,0]"
37,26204,3834,0,1,"[37,26204,3834,0,1]"
32,16200,3744,0,1,"[32,16200,3744,0,1]"
54,5605,3918,1,0,"[54,5605,3918,1,0]"
15,22492,3615,0,1,"[15,22492,3615,0,1]"
4,2727,2753,0,0,"[4,2727,2753,0,0]"
43,17355,2531,1,1,"[43,17355,2531,1,1]"
45,27973,2592,1,0,"[45,27973,2592,1,0]"
4,32380,4005,1,0,"[4,32380,4005,1,0]"
18,25355,1360,1,0,"[18,25355,1360,1,0]"
35,25186,1328,0,1,"[35,25186,1328,0,1]"
34,15462,2703,1,0,"[34,15462,2703,1,0]"
1,4958,1873,1,0,"[1,4958,1873,1,0]"
24,16431,1936,1,0,"[24,16431,1936,1,0]"
31,10970,3195,1,1,"[31,10970,3195,1,1]"
14,23371,600,1,0,"[14,23371,600,1,0]"
50,23159,401,1,1,"[50,23159,401,1,1]"
60,29059,2145,0,0,"[60,29059,2145,0,0]"
36,21798,3408,0,0,"[36,21798,3408,0,0]"
18,22872,4041,1,1,"[18,22872,4041,1,1]"
60,9183,3392,0,0,"[60,9183,3392,0,0]"
7,22192,2102,1,0,"[7,22192,2102,1,0]"
10,3828,3684,1,1,"[10,3828,3684,1,1]"
19,16075,3963,0,0,"[19,16075,3963,0,0]"
25,19444,3659,1,0,"[25,19444,3659,1,0]"
27,7120,1191,1,0,"[27,7120,1191,1,0]"
36,21753,779,1,1,"[36,21753,779,1,1]"
44,21074,2735,0,1,"[44,21074,2735,0,1]"
15,11710,903,0,1,"[15,11710,903,0,1]"
35,32307,3812,0,0,"[35,32307,3812,0,0]"
35,23274,3033,0,0,"[35,23274,3033,0,0]"
13,11876,3207,0,1,"[13,11876,3207,0,1]"
5,12888,4068,0,0,"[5,12888,4068,0,0]"
1,12641,2302,0,0,"[1,12641,2302,0,0]"
49,32505,3953,0,0,"[49,32505,3953,0,0]"
52,9119,3937,1,1,"[52,9119,3937,1,1]"
6,20889,3759,0,1,"[6,20889,3759,0,1]"
31,2154,3975,1,0,"[31,2154,3975,1,0]"
9,12569,1075,1,0,"[9,12569,1075,1,0]"
47,25903,2102,0,1,"[47,25903,2102,0,1]"
46,3140,3498,1,0,"[46,3140,3498,1,0]"
57,19676,2024,0,1,"[57,19676,2024,0,1]"
17,6058,3379,1,1,"[17,6058,3379,1,1]"
24,5762,656,1,0,"[24,5762,656,1,0]"
29,16697,920,0,0,"[29,16697,920,0,0]"
32,8152,3403,0,0,"[32,8152,3403,0,0]"
52,17592,950,1,0,"[52,17592,950,1,0]"
22,13310,3741,1,1,"[22,13310,3741,1,1]"
21,22589,1073,0,0,"[21,22589,1073,0,0]"
28,1597,488,1,1,"[28,1597,488,1,1]"
13,82,2595,1,0,"[13,82,2595,1,0]"
3,10257,3870,0,1,"[3,10257,3870,0,1]"
18,22592,2502,0,1,"[18,22592,2502,0,1]"
26,31148,636,1,1,"[26,31148,636,1,1]"
35,19804,1242,0,1,"[35,19804,1242,0,1]"
61,30903,1315,1,0,"[61,30903,1315,1,0]"
33,3143,3827,1,0,"[33,3143,3827,1,0]"
16,9701,2949,0,1,"[16,9701,2949,0,1]"
62,20584,2758,1,0,"[62,20584,2758,1,0]"
30,2739,1744,0,1,"[30,2739,1744,0,1]"
2,28682,1448,1,0,"[2,28682,1448,1,0]"
24,6002,575,1,0,"[24,6002,575,1,0]"
15,30486,2691,0,1,"[15,30486,2691,0,1]"
62,4813,1876,0,1,"[62,4813,1876,0,1]"
41,1616,317,1,1,"[41,1616,317,1,1]"
49,29993,1895,0,1,"[49,29993,1895,0,1]"
25,3311,323,1,1,"[25,3311,323,1,1]"
32,3161,206,1,1,"[32,3161,206,1,1]"
1,27266,3664,1,0,"[1,27266,3664,1,0]"
27,30668,2449,1,0,"[27,30668,2449,1,0]"
51,10733,1980,0,1,"[51,10733,1980,0,1]"
47,2161,3589,0,0,"[47,2161,3589,0,0]"
28,4086,4060,0,1,"[28,4086,4060,0,1]"
26,22115,3707,1,0,"[26,22115,3707,1,0]"
12,3708,4004,1,1,"[12,3708,4004,1,1]"
39,9397,2198,0,0,"[39,9397,2198,0,0]"
2,10145,3138,1,0,"[2,10145,3138,1,0]"
48,9029,2668,0,1,"[48,9029,2668,0,1]"
54,21091,3303,0,0,"[54,21091,3303,0,0]"
5,30611,2894,0,1,"[5,30611,2894,0,1]"
14,628,1887,1,0,"[14,628,1887,1,0]"
16,16083,903,0,0,"[16,16083,903,0,0]"
35,9296,3083,0,1,"[35,9296,3083,0,1]"
50,1317,3259,1,1,"[50,1317,3259,1,1]"
60,18279,2514,0,1,"[60,18279,2514,0,1]"
7,4925,2147,1,1,"[7,4925,2147,1,1]"
25,30903,2901,0,1,"[25,30903,2901,0,1]"
39,19132,2384,0,1,"[39,19132,2384,0,1]"
13,15716,291,0,0,"[13,15716,291,0,0]"
64,16128,1687,1,1,"[64,16128,1687,1,1]"
38,28658,3161,0,0,"[38,28658,3161,0,0]"
63,17725,1339,0,0,"[63,17725,1339,0,0]"
21,11508,1877,1,1,"[21,11508,1877,1,1]"
35,16977,4020,1,0,"[35,16977,4020,1,0]"
36,19743,2740,0,1,"[36,19743,2740,0,1]"
29,17287,3004,0,0,"[29,17287,3004,0,0]"
22,21574,2616,0,1,"[22,21574,2616,0,1]"
62,5451,1436,1,0,"[62,5451,1436,1,0]"
34,32534,1039,0,1,"[34,32534,1039,0,1]"
55,18401,3847,1,1,"[55,18401,3847,1,1]"
33,26833,3154,1,0,"[33,26833,3154,1,0]"
49,19535,965,1,0,"[49,19535,965,1,0]"
36,5065,634,1,1,"[36,5065,634,1,1]"
31,13129,4057,0,1,"[31,13129,4057,0,1]"
16,3440,2588,1,1,"[16,3440,2588,1,1]"
1,6453,3363,0,1,"[1,6453,3363,0,1]"
6,5117,2952,1,1,"[6,5117,2952,1,1]"
2,11615,2241,0,1,"[2,11615,2241,0,1]"
59,19287,3085,0,1,"[59,19287,3085,0,1]"
18,28063,3376,0,0,"[18,28063,3376,0,0]"
2,779,475,1,0,"[2,779,475,1,0]"
39,30879,3025,1,1,"[39,30879,3025,1,1]"
24,14434,2212,1,1,"[24,14434,2212,1,1]"
24,15038,535,1,1,"[24,15038,535,1,1]"
9,7465,2390,0,0,"[9,7465,2390,0,0]"
16,18046,1826,0,1,"[16,18046,1826,0,1]"
17,5606,3930,1,1,"[17,5606,3930,1,1]"
54,29575,3764,0,0,"[54,29575,3764,0,0]"
61,12281,2645,1,0,"[61,12281,2645,1,0]"
4,26545,3424,1,0,"[4,26545,3424,1,0]"
52,13963,3641,0,0,"[52,13963,3641,0,0]"
37,26557,539,0,1,"[37,26557,539,0,1]"
33,32332,2459,1,0,"[33,32332,2459,1,0]"
13,26675,3782,0,0,"[13,26675,3782,0,0]"
41,4532,3648,0,0,"[41,4532,3648,0,0]"
43,30684,1271,1,0,"[43,30684,1271,1,0]"
18,12893,909,1,0,"[18,12893,909,1,0]"
48,6742,2060,0,1,"[48,6742,2060,0,1]"
50,3302,2550,1,0,"[50,3302,2550,1,0]"
27,27716,2270,0,1,"[27,27716,2270,0,1]"
53,26805,552,1,0,"[53,26805,552,1,0]"
48,11507,3786,1,0,"[48,11507,3786,1,0]"
2,21496,1973,0,0,"[2,21496,1973,0,0]"
40,9503,2508,1,1,"[40,9503,2508,1,1]"
23,14940,2335,1,1,"[23,14940,2335,1,1]"
32,4820,2957,1,0,"[32,4820,2957,1,0]"
47,1490,812,0,0,"[47,1490,812,0,0]"
20,578,1245,0,1,"[20,578,1245,0,1]"
59,17889,3045,0,1,"[59,17889,3045,0,1]"
7,30475,2440,0,0,"[7,30475,2440,0,0]"
6,23159,3739,1,0,"[6,23159,3739,1,0]"
40,11581,1633,1,0,"[40,11581,1633,1,0]"
4,32510,3591,1,0,"[4,32510,3591,1,0]"
34,22986,2435,1,1,"[34,22986,2435,1,1]"
24,16984,3867,0,1,"[24,16984,3867,0,1]"
14,25446,3348,1,1,"[14,25446,3348,1,1]"
49,12636,4011,1,0,"[49,12636,4011,1,0]"
9,29843,2082,1,1,"[9,29843,2082,1,1]"
34,25550,3243,1,0,"[34,25550,3243,1,0]"
53,9389,2397,1,0,"[53,9389,2397,1,0]"
6,10276,1212,0,1,"[6,10276,1212,0,1]"
47,25032,1067,0,0,"[47,25032,1067,0,0]"
41,9576,2217,0,1,"[41,9576,2217,0,1]"
1,4850,2738,0,1,"[1,4850,2738,0,1]"
41,10331,2786,0,1,"[41,10331,2786,0,1]"
12,32736,2467,1,1,"[12,32736,2467,1,1]"
29,23882,3578,0,1,"[29,23882,3578,0,1]"
61,23396,3687,0,0,"[61,23396,3687,0,0]"
25,23235,201,0,1,"[25,23235,201,0,1]"
17,28321,3070,1,1,"[17,28321,3070,1,1]"
4,23771,2564,0,0,"[4,23771,2564,0,0]"
16,21629,1287,0,0,"[16,21629,1287,0,0]"
56,15423,3183,0,0,"[56,15423,3183,0,0]"
25,27492,3527,1,0,"[25,27492,3527,1,0]"
45,17671,3247,0,1,"[45,17671,3247,0,1]"
58,19877,1749,1,0,"[58,19877,1749,1,0]"
12,4752,441,0,1,"[12,4752,441,0,1]"
40,1357,687,0,1,"[40,1357,687,0,1]"
23,23873,1284,0,1,"[23,23873,1284,0,1]"
4,27305,3322,1,0,"[4,27305,3322,1,0]"
11,25225,1131,1,1,"[11,25225,1131,1,1]"
31,4355,1499,0,0,"[31,4355,1499,0,0]"
17,30350,2106,0,1,"[17,30350,2106,0,1]"
27,7106,1290,0,0,"[27,7106,1290,0,0]"
22,20924,2218,1,0,"[22,20924,2218,1,0]"
35,5468,2602,0,0,"[35,5468,2602,0,0]"
59,6587,1134,1,1,"[59,6587,1134,1,1]"
9,31188,2575,0,0,"[9,31188,2575,0,0]"
34,9909,469,0,1,"[34,9909,469,0,1]"
34,10957,2448,0,0,"[34,10957,2448,0,0]"
47,377,1071,0,0,"[47,377,1071,0,0]"
32,26215,3186,0,0,"[32,26215,3186,0,0]"
43,9644,3781,0,1,"[43,9644,3781,0,1]"
58,31457,2258,0,0,"[58,31457,2258,0,0]"
9,22316,3573,0,0,"[9,22316,3573,0,0]"
64,30824,464,0,0,"[64,30824,464,0,0]"
40,28618,1942,0,0,"[40,28618,1942,0,0]"
8,27188,3738,0,0,"[8,27188,3738,0,0]"
42,29694,2128,0,1,"[42,29694,2128,0,1]"
32,28572,3779,1,0,"[32,28572,3779,1,0]"
41,15772,2825,0,0,"[41,15772,2825,0,0]"
42,21805,3967,1,1,"[42,21805,3967,1,1]"
52,16930,1317,1,0,"[52,16930,1317,1,0]"
64,7539,592,1,0,"[64,7539,592,1,0]"
14,22866,651,0,0,"[14,22866,651,0,0]"
16,28621,572,0,1,"[16,28621,572,0,1]"
43,8344,3796,1,1,"[43,8344,3796,1,1]"
27,1410,2828,1,1,"[27,1410,2828,1,1]"
29,21707,1408,0,0,"[29,21707,1408,0,0]"
30,25740,2369,0,0,"[30,25740,2369,0,0]"
48,9326,3544,1,1,"[48,9326,3544,1,1]"
15,21671,1230,0,0,"[15,21671,1230,0,0]"
21,9293,2621,0,0,"[21,9293,2621,0,0]"
41,17191,3807,0,1,"[41,17191,3807,0,1]"
47,32734,2460,0,0,"[47,32734,2460,0,0]"
5,26889,523,1,0,"[5,26889,523,1,0]"
50,27962,3192,1,0,"[50,27962,3192,1,0]"
18,16608,2559,0,0,"[18,16608,2559,0,0]"
41,5539,2346,0,1,"[41,5539,2346,0,1]"
58,9009,2110,1,1,"[58,9009,2110,1,1]"
44,11598,1192,1,1,"[44,11598,1192,1,1]"
54,3332,1815,0,1,"[54,3332,1815,0,1]"
10,12757,1323,1,0,"[10,12757,1323,1,0]"
23,28589,3306,0,0,"[23,28589,3306,0,0]"
23,31594,611,0,0,"[23,31594,611,0,0]"
53,785,1227,1,0,"[53,785,1227,1,0]"
25,29563,442,0,0,"[25,29563,442,0,0]"
63,17365,3399,1,0,"[63,17365,3399,1,0]"
23,16274,62,1,0,"[23,16274,62,1,0]"
20,28074,2116,0,0,"[20,28074,2116,0,0]"
33,17344,411,1,0,"[33,17344,411,1,0]"
27,28562,482,0,0,"[27,28562,482,0,0]"
64,24713,3660,0,1,"[64,24713,3660,0,1]"
36,254,2560,0,1,"[36,254,2560,0,1]"
22,11698,108,1,1,"[22,11698,108,1,1]"
37,1679,3974,1,0,"[37,1679,3974,1,0]"
14,13677,2627,0,1,"[14,13677,2627,0,1]"
15,29628,3775,0,1,"[15,29628,3775,0,1]"
29,31471,1645,0,1,"[29,31471,1645,0,1]"
45,14470,143,1,1,"[45,14470,143,1,1]"
