batchsize,matsize,channels_in,poolsize,strides,padding,elements_matrix,hashkey
16,15,576,1,2,0,225,"[16,15,576,1,2,0,225]"
14,314,12,1,3,1,98596,"[14,314,12,1,3,1,98596]"
49,45,171,2,1,0,2025,"[49,45,171,2,1,0,2025]"
53,67,132,5,3,1,4489,"[53,67,132,5,3,1,4489]"
17,12,92,2,2,1,144,"[17,12,92,2,2,1,144]"
42,166,7,2,4,1,27556,"[42,166,7,2,4,1,27556]"
11,454,5,7,3,1,206116,"[11,454,5,7,3,1,206116]"
44,272,35,5,2,0,73984,"[44,272,35,5,2,0,73984]"
13,14,166,4,4,0,196,"[13,14,166,4,4,0,196]"
23,224,18,5,3,1,50176,"[23,224,18,5,3,1,50176]"
32,361,7,5,3,0,130321,"[32,361,7,5,3,0,130321]"
44,49,177,6,2,0,2401,"[44,49,177,6,2,0,2401]"
34,371,1,2,1,0,137641,"[34,371,1,2,1,0,137641]"
50,406,15,7,3,0,164836,"[50,406,15,7,3,0,164836]"
54,369,1,4,4,0,136161,"[54,369,1,4,4,0,136161]"
31,57,146,6,4,1,3249,"[31,57,146,6,4,1,3249]"
28,134,1,3,1,1,17956,"[28,134,1,3,1,1,17956]"
27,39,11,1,3,1,1521,"[27,39,11,1,3,1,1521]"
7,439,3,2,4,1,192721,"[7,439,3,2,4,1,192721]"
5,146,6,5,3,0,21316,"[5,146,6,5,3,0,21316]"
27,297,9,5,1,0,88209,"[27,297,9,5,1,0,88209]"
11,425,9,4,4,0,180625,"[11,425,9,4,4,0,180625]"
17,459,10,7,2,1,210681,"[17,459,10,7,2,1,210681]"
21,44,181,2,4,1,1936,"[21,44,181,2,4,1,1936]"
49,44,35,3,4,1,1936,"[49,44,35,3,4,1,1936]"
22,327,26,5,4,1,106929,"[22,327,26,5,4,1,106929]"
17,468,13,7,4,1,219024,"[17,468,13,7,4,1,219024]"
9,29,289,3,2,1,841,"[9,29,289,3,2,1,841]"
35,143,41,7,2,0,20449,"[35,143,41,7,2,0,20449]"
55,439,1,6,1,1,192721,"[55,439,1,6,1,1,192721]"
56,213,2,3,3,0,45369,"[56,213,2,3,3,0,45369]"
47,297,3,3,2,0,88209,"[47,297,3,3,2,0,88209]"
27,227,36,3,1,1,51529,"[27,227,36,3,1,1,51529]"
20,314,6,4,2,1,98596,"[20,314,6,4,2,1,98596]"
47,210,43,3,1,0,44100,"[47,210,43,3,1,0,44100]"
48,65,42,6,2,1,4225,"[48,65,42,6,2,1,4225]"
23,133,32,3,2,1,17689,"[23,133,32,3,2,1,17689]"
47,359,7,7,2,0,128881,"[47,359,7,7,2,0,128881]"
60,208,18,4,3,0,43264,"[60,208,18,4,3,0,43264]"
18,405,17,1,3,1,164025,"[18,405,17,1,3,1,164025]"
55,315,29,3,2,0,99225,"[55,315,29,3,2,0,99225]"
6,389,10,5,3,1,151321,"[6,389,10,5,3,1,151321]"
26,172,35,3,2,1,29584,"[26,172,35,3,2,1,29584]"
39,180,44,7,4,1,32400,"[39,180,44,7,4,1,32400]"
51,265,5,6,4,0,70225,"[51,265,5,6,4,0,70225]"
16,395,8,6,2,1,156025,"[16,395,8,6,2,1,156025]"
17,41,182,3,2,0,1681,"[17,41,182,3,2,0,1681]"
64,360,12,3,2,0,129600,"[64,360,12,3,2,0,129600]"
54,134,20,1,1,1,17956,"[54,134,20,1,1,1,17956]"
33,372,7,7,3,0,138384,"[33,372,7,7,3,0,138384]"
27,110,80,1,4,0,12100,"[27,110,80,1,4,0,12100]"
30,48,111,1,2,0,2304,"[30,48,111,1,2,0,2304]"
20,201,29,7,1,0,40401,"[20,201,29,7,1,0,40401]"
4,55,65,3,4,0,3025,"[4,55,65,3,4,0,3025]"
48,4,504,2,4,0,16,"[48,4,504,2,4,0,16]"
52,7,48,4,3,1,49,"[52,7,48,4,3,1,49]"
1,34,167,4,1,0,1156,"[1,34,167,4,1,0,1156]"
17,203,40,7,4,1,41209,"[17,203,40,7,4,1,41209]"
14,389,20,2,1,0,151321,"[14,389,20,2,1,0,151321]"
16,9,262,2,1,0,81,"[16,9,262,2,1,0,81]"
12,497,6,6,2,1,247009,"[12,497,6,6,2,1,247009]"
51,423,13,7,2,0,178929,"[51,423,13,7,2,0,178929]"
52,316,29,5,4,0,99856,"[52,316,29,5,4,0,99856]"
17,197,13,7,2,0,38809,"[17,197,13,7,2,0,38809]"
49,224,2,7,2,0,50176,"[49,224,2,7,2,0,50176]"
23,230,41,2,2,0,52900,"[23,230,41,2,2,0,52900]"
31,125,70,5,3,0,15625,"[31,125,70,5,3,0,15625]"
36,421,22,4,4,1,177241,"[36,421,22,4,4,1,177241]"
27,161,50,2,2,0,25921,"[27,161,50,2,2,0,25921]"
63,43,40,3,4,1,1849,"[63,43,40,3,4,1,1849]"
18,81,100,7,3,0,6561,"[18,81,100,7,3,0,6561]"
60,56,116,6,3,1,3136,"[60,56,116,6,3,1,3136]"
29,152,46,5,2,0,23104,"[29,152,46,5,2,0,23104]"
41,347,17,3,1,1,120409,"[41,347,17,3,1,1,120409]"
31,156,28,6,2,0,24336,"[31,156,28,6,2,0,24336]"
57,463,8,3,3,0,214369,"[57,463,8,3,3,0,214369]"
4,484,18,3,2,1,234256,"[4,484,18,3,2,1,234256]"
42,43,108,6,3,0,1849,"[42,43,108,6,3,0,1849]"
7,470,15,7,3,1,220900,"[7,470,15,7,3,1,220900]"
17,384,11,1,4,1,147456,"[17,384,11,1,4,1,147456]"
27,2,2751,1,3,0,4,"[27,2,2751,1,3,0,4]"
53,470,17,7,3,1,220900,"[53,470,17,7,3,1,220900]"
7,289,33,1,4,0,83521,"[7,289,33,1,4,0,83521]"
9,157,52,1,1,1,24649,"[9,157,52,1,1,1,24649]"
48,501,9,4,3,0,251001,"[48,501,9,4,3,0,251001]"
27,134,18,2,4,0,17956,"[27,134,18,2,4,0,17956]"
47,3,2504,1,4,0,9,"[47,3,2504,1,4,0,9]"
10,280,20,5,2,1,78400,"[10,280,20,5,2,1,78400]"
3,430,20,1,2,1,184900,"[3,430,20,1,2,1,184900]"
63,94,65,6,1,1,8836,"[63,94,65,6,1,1,8836]"
14,289,27,4,3,0,83521,"[14,289,27,4,3,0,83521]"
23,71,92,3,4,1,5041,"[23,71,92,3,4,1,5041]"
31,70,43,6,4,0,4900,"[31,70,43,6,4,0,4900]"
24,178,24,4,1,1,31684,"[24,178,24,4,1,1,31684]"
56,451,2,1,1,1,203401,"[56,451,2,1,1,1,203401]"
27,364,6,2,1,1,132496,"[27,364,6,2,1,1,132496]"
35,475,20,1,2,0,225625,"[35,475,20,1,2,0,225625]"
43,440,4,5,1,0,193600,"[43,440,4,5,1,0,193600]"
50,183,47,6,2,0,33489,"[50,183,47,6,2,0,33489]"
25,444,7,1,3,1,197136,"[25,444,7,1,3,1,197136]"
28,399,18,3,1,0,159201,"[28,399,18,3,1,0,159201]"
57,200,29,7,3,0,40000,"[57,200,29,7,3,0,40000]"
45,310,1,2,1,0,96100,"[45,310,1,2,1,0,96100]"
62,30,311,2,4,1,900,"[62,30,311,2,4,1,900]"
1,375,7,6,1,1,140625,"[1,375,7,6,1,1,140625]"
62,326,11,1,4,0,106276,"[62,326,11,1,4,0,106276]"
44,15,462,4,3,0,225,"[44,15,462,4,3,0,225]"
36,371,23,4,1,1,137641,"[36,371,23,4,1,1,137641]"
5,76,108,4,1,1,5776,"[5,76,108,4,1,1,5776]"
14,473,5,3,3,0,223729,"[14,473,5,3,3,0,223729]"
5,138,50,3,3,1,19044,"[5,138,50,3,3,1,19044]"
23,351,23,4,2,0,123201,"[23,351,23,4,2,0,123201]"
32,456,15,6,3,0,207936,"[32,456,15,6,3,0,207936]"
60,450,2,1,3,0,202500,"[60,450,2,1,3,0,202500]"
41,188,22,6,1,1,35344,"[41,188,22,6,1,1,35344]"
59,65,51,6,2,0,4225,"[59,65,51,6,2,0,4225]"
61,483,12,4,1,0,233289,"[61,483,12,4,1,0,233289]"
54,90,79,3,2,0,8100,"[54,90,79,3,2,0,8100]"
10,285,23,7,3,0,81225,"[10,285,23,7,3,0,81225]"
44,512,9,7,3,1,262144,"[44,512,9,7,3,1,262144]"
13,37,195,1,1,1,1369,"[13,37,195,1,1,1,1369]"
61,122,38,5,2,1,14884,"[61,122,38,5,2,1,14884]"
28,247,1,2,1,1,61009,"[28,247,1,2,1,1,61009]"
60,332,15,7,4,1,110224,"[60,332,15,7,4,1,110224]"
1,405,11,3,4,1,164025,"[1,405,11,3,4,1,164025]"
42,505,10,7,4,0,255025,"[42,505,10,7,4,0,255025]"
60,199,35,3,3,1,39601,"[60,199,35,3,3,1,39601]"
54,427,8,5,1,0,182329,"[54,427,8,5,1,0,182329]"
55,293,16,1,3,0,85849,"[55,293,16,1,3,0,85849]"
8,296,9,2,2,1,87616,"[8,296,9,2,2,1,87616]"
59,168,13,7,2,0,28224,"[59,168,13,7,2,0,28224]"
33,57,165,4,1,0,3249,"[33,57,165,4,1,0,3249]"
17,305,14,7,3,1,93025,"[17,305,14,7,3,1,93025]"
34,294,21,7,4,0,86436,"[34,294,21,7,4,0,86436]"
23,437,19,4,4,1,190969,"[23,437,19,4,4,1,190969]"
36,398,8,6,4,0,158404,"[36,398,8,6,4,0,158404]"
48,375,14,5,4,0,140625,"[48,375,14,5,4,0,140625]"
43,355,7,5,3,1,126025,"[43,355,7,5,3,1,126025]"
54,208,7,2,3,0,43264,"[54,208,7,2,3,0,43264]"
39,282,7,2,1,1,79524,"[39,282,7,2,1,1,79524]"
20,253,35,2,3,1,64009,"[20,253,35,2,3,1,64009]"
34,146,51,1,1,0,21316,"[34,146,51,1,1,0,21316]"
56,91,88,6,2,0,8281,"[56,91,88,6,2,0,8281]"
43,122,40,4,4,0,14884,"[43,122,40,4,4,0,14884]"
53,114,70,6,2,1,12996,"[53,114,70,6,2,1,12996]"
38,215,33,6,4,0,46225,"[38,215,33,6,4,0,46225]"
60,180,47,6,2,1,32400,"[60,180,47,6,2,1,32400]"
18,162,17,1,4,0,26244,"[18,162,17,1,4,0,26244]"
9,399,22,3,3,1,159201,"[9,399,22,3,3,1,159201]"
20,381,1,3,1,1,145161,"[20,381,1,3,1,1,145161]"
11,357,27,6,2,0,127449,"[11,357,27,6,2,0,127449]"
22,130,10,3,4,1,16900,"[22,130,10,3,4,1,16900]"
6,89,99,3,4,1,7921,"[6,89,99,3,4,1,7921]"
42,77,72,3,2,1,5929,"[42,77,72,3,2,1,5929]"
38,372,9,2,4,0,138384,"[38,372,9,2,4,0,138384]"
43,370,13,7,3,0,136900,"[43,370,13,7,3,0,136900]"
18,439,15,1,2,0,192721,"[18,439,15,1,2,0,192721]"
59,299,6,3,3,1,89401,"[59,299,6,3,3,1,89401]"
23,32,159,5,4,1,1024,"[23,32,159,5,4,1,1024]"
50,75,60,7,1,0,5625,"[50,75,60,7,1,0,5625]"
50,75,22,2,1,1,5625,"[50,75,22,2,1,1,5625]"
33,356,25,2,2,0,126736,"[33,356,25,2,2,0,126736]"
46,505,9,4,3,0,255025,"[46,505,9,4,3,0,255025]"
9,219,6,7,3,0,47961,"[9,219,6,7,3,0,47961]"
30,148,66,5,3,0,21904,"[30,148,66,5,3,0,21904]"
27,190,44,4,4,1,36100,"[27,190,44,4,4,1,36100]"
37,401,15,2,1,1,160801,"[37,401,15,2,1,1,160801]"
51,143,40,6,2,1,20449,"[51,143,40,6,2,1,20449]"
56,115,44,2,4,1,13225,"[56,115,44,2,4,1,13225]"
57,7,532,3,3,1,49,"[57,7,532,3,3,1,49]"
53,450,3,5,1,0,202500,"[53,450,3,5,1,0,202500]"
21,431,6,7,3,1,185761,"[21,431,6,7,3,1,185761]"
13,34,238,5,1,0,1156,"[13,34,238,5,1,0,1156]"
47,229,37,3,2,0,52441,"[47,229,37,3,2,0,52441]"
52,425,8,4,3,1,180625,"[52,425,8,4,3,1,180625]"
25,409,11,4,2,0,167281,"[25,409,11,4,2,0,167281]"
63,177,12,7,2,1,31329,"[63,177,12,7,2,1,31329]"
58,216,35,4,1,1,46656,"[58,216,35,4,1,1,46656]"
8,320,5,6,4,1,102400,"[8,320,5,6,4,1,102400]"
3,153,59,7,1,0,23409,"[3,153,59,7,1,0,23409]"
11,341,4,2,1,1,116281,"[11,341,4,2,1,1,116281]"
39,278,16,5,3,1,77284,"[39,278,16,5,3,1,77284]"
62,365,2,7,4,1,133225,"[62,365,2,7,4,1,133225]"
33,162,39,4,4,0,26244,"[33,162,39,4,4,0,26244]"
64,477,11,4,4,1,227529,"[64,477,11,4,4,1,227529]"
55,150,57,3,3,0,22500,"[55,150,57,3,3,0,22500]"
16,299,8,4,2,0,89401,"[16,299,8,4,2,0,89401]"
27,124,1,7,1,0,15376,"[27,124,1,7,1,0,15376]"
17,32,21,2,3,1,1024,"[17,32,21,2,3,1,1024]"
12,3,1928,2,3,1,9,"[12,3,1928,2,3,1,9]"
62,348,17,4,1,0,121104,"[62,348,17,4,1,0,121104]"
31,367,24,6,1,0,134689,"[31,367,24,6,1,0,134689]"
52,239,4,2,4,1,57121,"[52,239,4,2,4,1,57121]"
1,121,66,2,4,0,14641,"[1,121,66,2,4,0,14641]"
1,141,69,4,2,0,19881,"[1,141,69,4,2,0,19881]"
33,452,14,3,3,1,204304,"[33,452,14,3,3,1,204304]"
60,25,251,1,4,1,625,"[60,25,251,1,4,1,625]"
56,29,290,6,3,1,841,"[56,29,290,6,3,1,841]"
50,89,50,6,3,0,7921,"[50,89,50,6,3,0,7921]"
62,123,4,2,3,1,15129,"[62,123,4,2,3,1,15129]"
23,501,6,5,1,1,251001,"[23,501,6,5,1,1,251001]"
58,250,4,2,4,0,62500,"[58,250,4,2,4,0,62500]"
29,368,13,1,1,1,135424,"[29,368,13,1,1,1,135424]"
59,359,2,7,2,1,128881,"[59,359,2,7,2,1,128881]"
26,280,2,7,1,1,78400,"[26,280,2,7,1,1,78400]"
60,317,19,5,3,0,100489,"[60,317,19,5,3,0,100489]"
28,35,142,5,3,0,1225,"[28,35,142,5,3,0,1225]"
1,69,89,1,2,1,4761,"[1,69,89,1,2,1,4761]"
25,91,2,3,2,0,8281,"[25,91,2,3,2,0,8281]"
11,319,10,5,2,0,101761,"[11,319,10,5,2,0,101761]"
64,487,15,3,3,0,237169,"[64,487,15,3,3,0,237169]"
46,440,20,5,2,1,193600,"[46,440,20,5,2,1,193600]"
49,218,34,4,2,0,47524,"[49,218,34,4,2,0,47524]"
10,474,11,2,4,1,224676,"[10,474,11,2,4,1,224676]"
48,323,21,4,2,1,104329,"[48,323,21,4,2,1,104329]"
46,139,48,3,1,1,19321,"[46,139,48,3,1,1,19321]"
51,427,8,1,4,1,182329,"[51,427,8,1,4,1,182329]"
10,58,131,2,2,0,3364,"[10,58,131,2,2,0,3364]"
46,272,4,2,4,1,73984,"[46,272,4,2,4,1,73984]"
8,18,86,1,1,1,324,"[8,18,86,1,1,1,324]"
14,431,5,6,2,1,185761,"[14,431,5,6,2,1,185761]"
4,301,7,3,1,0,90601,"[4,301,7,3,1,0,90601]"
13,151,45,5,1,0,22801,"[13,151,45,5,1,0,22801]"
42,115,25,5,2,0,13225,"[42,115,25,5,2,0,13225]"
4,2,47,2,3,0,4,"[4,2,47,2,3,0,4]"
63,264,21,7,3,0,69696,"[63,264,21,7,3,0,69696]"
59,41,15,1,2,0,1681,"[59,41,15,1,2,0,1681]"
45,301,2,6,4,0,90601,"[45,301,2,6,4,0,90601]"
62,192,46,6,1,1,36864,"[62,192,46,6,1,1,36864]"
15,424,10,1,1,1,179776,"[15,424,10,1,1,1,179776]"
11,413,16,7,4,1,170569,"[11,413,16,7,4,1,170569]"
31,15,199,4,2,0,225,"[31,15,199,4,2,0,225]"
9,383,6,2,1,0,146689,"[9,383,6,2,1,0,146689]"
1,11,443,5,3,0,121,"[1,11,443,5,3,0,121]"
37,136,25,6,4,0,18496,"[37,136,25,6,4,0,18496]"
8,503,17,3,1,1,253009,"[8,503,17,3,1,1,253009]"
39,19,9,5,4,1,361,"[39,19,9,5,4,1,361]"
55,235,33,3,2,1,55225,"[55,235,33,3,2,1,55225]"
39,39,140,4,4,0,1521,"[39,39,140,4,4,0,1521]"
39,186,31,2,2,1,34596,"[39,186,31,2,2,1,34596]"
58,151,61,2,2,1,22801,"[58,151,61,2,2,1,22801]"
31,174,31,4,1,0,30276,"[31,174,31,4,1,0,30276]"
28,372,15,1,2,0,138384,"[28,372,15,1,2,0,138384]"
4,9,414,5,2,0,81,"[4,9,414,5,2,0,81]"
22,257,1,3,2,0,66049,"[22,257,1,3,2,0,66049]"
20,44,193,2,2,1,1936,"[20,44,193,2,2,1,1936]"
9,281,6,5,2,0,78961,"[9,281,6,5,2,0,78961]"
2,28,266,4,3,1,784,"[2,28,266,4,3,1,784]"
8,134,60,3,3,1,17956,"[8,134,60,3,3,1,17956]"
49,337,12,7,2,1,113569,"[49,337,12,7,2,1,113569]"
54,21,194,7,2,1,441,"[54,21,194,7,2,1,441]"
47,244,8,4,2,0,59536,"[47,244,8,4,2,0,59536]"
10,308,24,2,2,0,94864,"[10,308,24,2,2,0,94864]"
9,61,61,2,1,1,3721,"[9,61,61,2,1,1,3721]"
31,210,27,5,2,1,44100,"[31,210,27,5,2,1,44100]"
60,349,14,6,1,1,121801,"[60,349,14,6,1,1,121801]"
2,486,18,5,1,1,236196,"[2,486,18,5,1,1,236196]"
23,48,73,6,3,0,2304,"[23,48,73,6,3,0,2304]"
39,315,27,4,4,0,99225,"[39,315,27,4,4,0,99225]"
13,255,22,6,2,0,65025,"[13,255,22,6,2,0,65025]"
10,3,1774,1,3,0,9,"[10,3,1774,1,3,0,9]"
21,49,149,5,1,1,2401,"[21,49,149,5,1,1,2401]"
2,197,9,1,4,0,38809,"[2,197,9,1,4,0,38809]"
36,158,11,2,3,1,24964,"[36,158,11,2,3,1,24964]"
7,205,12,5,4,0,42025,"[7,205,12,5,4,0,42025]"
30,479,18,1,4,1,229441,"[30,479,18,1,4,1,229441]"
29,122,35,6,4,0,14884,"[29,122,35,6,4,0,14884]"
57,114,83,2,4,1,12996,"[57,114,83,2,4,1,12996]"
1,91,49,4,1,0,8281,"[1,91,49,4,1,0,8281]"
52,391,11,6,4,1,152881,"[52,391,11,6,4,1,152881]"
61,113,75,2,1,1,12769,"[61,113,75,2,1,1,12769]"
57,55,164,3,3,1,3025,"[57,55,164,3,3,1,3025]"
52,495,16,1,2,0,245025,"[52,495,16,1,2,0,245025]"
46,249,2,1,2,1,62001,"[46,249,2,1,2,1,62001]"
11,30,141,7,3,1,900,"[11,30,141,7,3,1,900]"
19,126,36,1,2,1,15876,"[19,126,36,1,2,1,15876]"
25,71,101,4,2,0,5041,"[25,71,101,4,2,0,5041]"
60,169,28,2,3,1,28561,"[60,169,28,2,3,1,28561]"
51,432,2,3,2,1,186624,"[51,432,2,3,2,1,186624]"
58,449,13,7,1,0,201601,"[58,449,13,7,1,0,201601]"
27,200,30,3,1,0,40000,"[27,200,30,3,1,0,40000]"
13,112,36,7,2,0,12544,"[13,112,36,7,2,0,12544]"
27,150,22,1,3,1,22500,"[27,150,22,1,3,1,22500]"
30,85,82,7,1,0,7225,"[30,85,82,7,1,0,7225]"
46,220,20,1,2,1,48400,"[46,220,20,1,2,1,48400]"
52,12,91,4,2,0,144,"[52,12,91,4,2,0,144]"
64,450,4,4,1,0,202500,"[64,450,4,4,1,0,202500]"
1,451,2,7,3,0,203401,"[1,451,2,7,3,0,203401]"
62,317,29,7,3,0,100489,"[62,317,29,7,3,0,100489]"
13,17,61,5,3,0,289,"[13,17,61,5,3,0,289]"
38,469,2,3,2,0,219961,"[38,469,2,3,2,0,219961]"
60,453,8,2,3,1,205209,"[60,453,8,2,3,1,205209]"
3,481,16,5,4,1,231361,"[3,481,16,5,4,1,231361]"
51,423,7,4,4,0,178929,"[51,423,7,4,4,0,178929]"
48,409,17,7,3,0,167281,"[48,409,17,7,3,0,167281]"
21,78,49,6,2,0,6084,"[21,78,49,6,2,0,6084]"
64,473,7,2,2,0,223729,"[64,473,7,2,2,0,223729]"
22,202,22,3,4,0,40804,"[22,202,22,3,4,0,40804]"
53,47,162,1,3,1,2209,"[53,47,162,1,3,1,2209]"
28,252,3,6,4,1,63504,"[28,252,3,6,4,1,63504]"
37,32,34,3,4,0,1024,"[37,32,34,3,4,0,1024]"
55,428,9,3,3,0,183184,"[55,428,9,3,3,0,183184]"
62,251,37,2,3,0,63001,"[62,251,37,2,3,0,63001]"
8,128,30,1,4,1,16384,"[8,128,30,1,4,1,16384]"
26,427,2,2,2,0,182329,"[26,427,2,2,2,0,182329]"
42,414,9,3,4,1,171396,"[42,414,9,3,4,1,171396]"
20,234,14,1,2,1,54756,"[20,234,14,1,2,1,54756]"
44,100,81,6,2,0,10000,"[44,100,81,6,2,0,10000]"
39,474,12,7,2,0,224676,"[39,474,12,7,2,0,224676]"
16,394,22,2,1,1,155236,"[16,394,22,2,1,1,155236]"
1,455,14,2,2,1,207025,"[1,455,14,2,2,1,207025]"
48,500,3,3,4,1,250000,"[48,500,3,3,4,1,250000]"
28,197,4,2,4,1,38809,"[28,197,4,2,4,1,38809]"
39,431,7,6,4,1,185761,"[39,431,7,6,4,1,185761]"
57,432,22,5,3,0,186624,"[57,432,22,5,3,0,186624]"
32,110,79,5,4,1,12100,"[32,110,79,5,4,1,12100]"
25,360,24,7,4,1,129600,"[25,360,24,7,4,1,129600]"
28,467,11,4,2,0,218089,"[28,467,11,4,2,0,218089]"
33,341,16,7,3,0,116281,"[33,341,16,7,3,0,116281]"
16,88,50,1,3,0,7744,"[16,88,50,1,3,0,7744]"
19,227,12,1,2,0,51529,"[19,227,12,1,2,0,51529]"
15,186,2,7,4,0,34596,"[15,186,2,7,4,0,34596]"
45,411,8,1,1,0,168921,"[45,411,8,1,1,0,168921]"
50,98,79,1,4,1,9604,"[50,98,79,1,4,1,9604]"
44,110,52,1,3,0,12100,"[44,110,52,1,3,0,12100]"
53,124,7,7,1,1,15376,"[53,124,7,7,1,1,15376]"
47,298,22,3,4,1,88804,"[47,298,22,3,4,1,88804]"
38,205,16,1,4,1,42025,"[38,205,16,1,4,1,42025]"
40,327,13,1,4,1,106929,"[40,327,13,1,4,1,106929]"
61,190,50,4,1,1,36100,"[61,190,50,4,1,1,36100]"
16,156,4,3,2,1,24336,"[16,156,4,3,2,1,24336]"
5,47,24,3,4,0,2209,"[5,47,24,3,4,0,2209]"
2,256,13,7,1,0,65536,"[2,256,13,7,1,0,65536]"
45,331,9,6,2,0,109561,"[45,331,9,6,2,0,109561]"
2,32,71,4,3,0,1024,"[2,32,71,4,3,0,1024]"
1,129,24,4,1,1,16641,"[1,129,24,4,1,1,16641]"
55,327,11,1,1,0,106929,"[55,327,11,1,1,0,106929]"
1,102,43,2,2,0,10404,"[1,102,43,2,2,0,10404]"
34,136,26,3,3,1,18496,"[34,136,26,3,3,1,18496]"
1,318,10,1,1,0,101124,"[1,318,10,1,1,0,101124]"
2,307,7,5,1,0,94249,"[2,307,7,5,1,0,94249]"
15,315,7,7,4,0,99225,"[15,315,7,7,4,0,99225]"
23,62,52,6,2,1,3844,"[23,62,52,6,2,1,3844]"
15,19,478,4,3,0,361,"[15,19,478,4,3,0,361]"
38,462,18,7,2,0,213444,"[38,462,18,7,2,0,213444]"
2,146,23,7,3,0,21316,"[2,146,23,7,3,0,21316]"
7,389,1,6,2,0,151321,"[7,389,1,6,2,0,151321]"
61,374,16,6,2,1,139876,"[61,374,16,6,2,1,139876]"
44,353,24,7,4,1,124609,"[44,353,24,7,4,1,124609]"
64,271,9,4,4,1,73441,"[64,271,9,4,4,1,73441]"
23,104,75,7,2,1,10816,"[23,104,75,7,2,1,10816]"
20,256,28,7,3,0,65536,"[20,256,28,7,3,0,65536]"
19,343,5,6,3,0,117649,"[19,343,5,6,3,0,117649]"
34,162,44,2,1,1,26244,"[34,162,44,2,1,1,26244]"
28,237,29,5,1,0,56169,"[28,237,29,5,1,0,56169]"
35,446,6,6,4,0,198916,"[35,446,6,6,4,0,198916]"
26,312,26,2,1,0,97344,"[26,312,26,2,1,0,97344]"
48,449,19,2,1,0,201601,"[48,449,19,2,1,0,201601]"
14,82,19,4,4,0,6724,"[14,82,19,4,4,0,6724]"
51,282,6,3,4,1,79524,"[51,282,6,3,4,1,79524]"
14,470,4,1,2,0,220900,"[14,470,4,1,2,0,220900]"
44,130,10,7,2,1,16900,"[44,130,10,7,2,1,16900]"
6,449,18,4,1,1,201601,"[6,449,18,4,1,1,201601]"
1,445,21,5,3,0,198025,"[1,445,21,5,3,0,198025]"
2,60,24,3,2,0,3600,"[2,60,24,3,2,0,3600]"
3,209,7,2,2,0,43681,"[3,209,7,2,2,0,43681]"
26,172,21,5,1,1,29584,"[26,172,21,5,1,1,29584]"
18,275,12,5,1,0,75625,"[18,275,12,5,1,0,75625]"
16,345,2,7,2,0,119025,"[16,345,2,7,2,0,119025]"
54,341,4,4,1,1,116281,"[54,341,4,4,1,1,116281]"
31,192,42,4,4,0,36864,"[31,192,42,4,4,0,36864]"
58,361,15,2,3,0,130321,"[58,361,15,2,3,0,130321]"
46,476,9,1,1,0,226576,"[46,476,9,1,1,0,226576]"
45,164,8,2,2,1,26896,"[45,164,8,2,2,1,26896]"
28,397,4,5,3,1,157609,"[28,397,4,5,3,1,157609]"
53,442,17,1,3,0,195364,"[53,442,17,1,3,0,195364]"
43,436,6,6,4,0,190096,"[43,436,6,6,4,0,190096]"
40,297,26,5,1,1,88209,"[40,297,26,5,1,1,88209]"
49,296,16,2,2,0,87616,"[49,296,16,2,2,0,87616]"
41,412,15,2,2,0,169744,"[41,412,15,2,2,0,169744]"
53,99,11,3,2,0,9801,"[53,99,11,3,2,0,9801]"
28,91,60,3,4,0,8281,"[28,91,60,3,4,0,8281]"
20,439,6,4,3,0,192721,"[20,439,6,4,3,0,192721]"
46,342,6,5,4,1,116964,"[46,342,6,5,4,1,116964]"
15,158,28,4,4,0,24964,"[15,158,28,4,4,0,24964]"
8,511,8,1,4,1,261121,"[8,511,8,1,4,1,261121]"
45,311,23,6,1,0,96721,"[45,311,23,6,1,0,96721]"
15,201,39,6,1,1,40401,"[15,201,39,6,1,1,40401]"
48,161,19,6,4,0,25921,"[48,161,19,6,4,0,25921]"
39,85,67,6,3,0,7225,"[39,85,67,6,3,0,7225]"
1,261,12,4,1,0,68121,"[1,261,12,4,1,0,68121]"
53,222,22,3,2,0,49284,"[53,222,22,3,2,0,49284]"
44,493,12,5,2,0,243049,"[44,493,12,5,2,0,243049]"
27,97,18,7,3,1,9409,"[27,97,18,7,3,1,9409]"
8,182,23,7,3,1,33124,"[8,182,23,7,3,1,33124]"
39,30,313,7,3,0,900,"[39,30,313,7,3,0,900]"
57,442,5,2,3,0,195364,"[57,442,5,2,3,0,195364]"
46,56,169,3,1,0,3136,"[46,56,169,3,1,0,3136]"
40,292,7,1,1,0,85264,"[40,292,7,1,1,0,85264]"
35,471,9,7,3,0,221841,"[35,471,9,7,3,0,221841]"
14,288,31,2,2,1,82944,"[14,288,31,2,2,1,82944]"
27,379,8,6,4,0,143641,"[27,379,8,6,4,0,143641]"
18,500,9,5,1,0,250000,"[18,500,9,5,1,0,250000]"
20,44,126,4,3,1,1936,"[20,44,126,4,3,1,1936]"
1,165,4,2,4,0,27225,"[1,165,4,2,4,0,27225]"
42,125,38,6,3,0,15625,"[42,125,38,6,3,0,15625]"
15,217,39,1,2,0,47089,"[15,217,39,1,2,0,47089]"
25,88,68,2,2,0,7744,"[25,88,68,2,2,0,7744]"
17,342,20,7,4,1,116964,"[17,342,20,7,4,1,116964]"
47,132,13,6,3,0,17424,"[47,132,13,6,3,0,17424]"
54,138,62,7,3,1,19044,"[54,138,62,7,3,1,19044]"
36,333,25,3,2,0,110889,"[36,333,25,3,2,0,110889]"
