batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,elements_matrix,elements_kernel,hashkey
57,337,3,15,7,4,1,0,1,113569,9,"[57,337,3,15,7,4,1,0,1,113569,9]"
64,450,7,18,8,2,1,0,0,202500,49,"[64,450,7,18,8,2,1,0,0,202500,49]"
28,220,5,40,16,2,1,1,0,48400,25,"[28,220,5,40,16,2,1,1,0,48400,25]"
49,280,6,19,24,2,1,0,1,78400,36,"[49,280,6,19,24,2,1,0,1,78400,36]"
15,253,3,32,17,1,1,0,1,64009,9,"[15,253,3,32,17,1,1,0,1,64009,9]"
51,390,4,15,20,2,1,0,0,152100,16,"[51,390,4,15,20,2,1,0,0,152100,16]"
10,507,3,14,2,1,0,0,1,257049,9,"[10,507,3,14,2,1,0,0,1,257049,9]"
52,145,3,66,67,1,1,0,1,21025,9,"[52,145,3,66,67,1,1,0,1,21025,9]"
16,476,3,2,14,1,0,0,1,226576,9,"[16,476,3,2,14,1,0,0,1,226576,9]"
9,168,3,12,28,3,0,0,1,28224,9,"[9,168,3,12,28,3,0,0,1,28224,9]"
23,454,4,5,15,1,0,0,0,206116,16,"[23,454,4,5,15,1,0,0,0,206116,16]"
60,114,2,31,50,1,1,0,0,12996,4,"[60,114,2,31,50,1,1,0,0,12996,4]"
57,132,6,29,23,4,0,1,0,17424,36,"[57,132,6,29,23,4,0,1,0,17424,36]"
60,116,1,66,2,3,0,0,1,13456,1,"[60,116,1,66,2,3,0,0,1,13456,1]"
8,108,4,60,79,3,0,1,1,11664,16,"[8,108,4,60,79,3,0,1,1,11664,16]"
59,505,7,4,10,3,1,1,1,255025,49,"[59,505,7,4,10,3,1,1,1,255025,49]"
35,445,2,21,17,4,0,1,1,198025,4,"[35,445,2,21,17,4,0,1,1,198025,4]"
5,59,1,124,49,1,1,1,0,3481,1,"[5,59,1,124,49,1,1,1,0,3481,1]"
48,511,7,2,11,1,1,1,0,261121,49,"[48,511,7,2,11,1,1,1,0,261121,49]"
21,227,5,43,39,3,0,0,1,51529,25,"[21,227,5,43,39,3,0,0,1,51529,25]"
21,326,6,17,21,3,0,1,0,106276,36,"[21,326,6,17,21,3,0,1,0,106276,36]"
46,44,4,190,53,4,0,0,0,1936,16,"[46,44,4,190,53,4,0,0,0,1936,16]"
60,399,4,13,1,3,0,1,0,159201,16,"[60,399,4,13,1,3,0,1,0,159201,16]"
29,459,3,19,17,3,1,0,0,210681,9,"[29,459,3,19,17,3,1,0,0,210681,9]"
61,139,5,23,41,4,1,0,1,19321,25,"[61,139,5,23,41,4,1,0,1,19321,25]"
44,329,6,29,7,3,0,0,1,108241,36,"[44,329,6,29,7,3,0,0,1,108241,36]"
23,363,6,1,13,2,0,1,0,131769,36,"[23,363,6,1,13,2,0,1,0,131769,36]"
41,172,2,26,24,3,0,0,1,29584,4,"[41,172,2,26,24,3,0,0,1,29584,4]"
61,81,6,71,75,3,1,0,1,6561,36,"[61,81,6,71,75,3,1,0,1,6561,36]"
4,250,5,22,35,4,0,1,0,62500,25,"[4,250,5,22,35,4,0,1,0,62500,25]"
31,302,2,11,30,2,0,1,0,91204,4,"[31,302,2,11,30,2,0,1,0,91204,4]"
46,126,1,48,1,2,1,0,0,15876,1,"[46,126,1,48,1,2,1,0,0,15876,1]"
8,311,5,8,5,4,1,0,1,96721,25,"[8,311,5,8,5,4,1,0,1,96721,25]"
16,70,5,101,109,1,0,0,1,4900,25,"[16,70,5,101,109,1,0,0,1,4900,25]"
22,42,5,83,230,2,0,0,0,1764,25,"[22,42,5,83,230,2,0,0,0,1764,25]"
12,463,2,18,15,4,1,0,0,214369,4,"[12,463,2,18,15,4,1,0,0,214369,4]"
51,299,5,13,10,4,1,1,0,89401,25,"[51,299,5,13,10,4,1,1,0,89401,25]"
16,268,1,30,12,3,0,0,1,71824,1,"[16,268,1,30,12,3,0,0,1,71824,1]"
43,439,3,14,9,1,1,0,0,192721,9,"[43,439,3,14,9,1,1,0,0,192721,9]"
8,292,1,10,20,1,1,1,1,85264,1,"[8,292,1,10,20,1,1,1,1,85264,1]"
49,362,4,15,15,3,1,0,0,131044,16,"[49,362,4,15,15,3,1,0,0,131044,16]"
22,261,3,26,11,2,0,1,0,68121,9,"[22,261,3,26,11,2,0,1,0,68121,9]"
34,236,5,19,3,3,1,1,1,55696,25,"[34,236,5,19,3,3,1,1,1,55696,25]"
42,88,5,101,99,2,0,0,0,7744,25,"[42,88,5,101,99,2,0,0,0,7744,25]"
56,116,7,74,73,3,0,0,0,13456,49,"[56,116,7,74,73,3,0,0,0,13456,49]"
45,498,4,13,2,3,1,1,1,248004,16,"[45,498,4,13,2,3,1,1,1,248004,16]"
8,119,7,30,48,4,0,0,0,14161,49,"[8,119,7,30,48,4,0,0,0,14161,49]"
29,466,4,19,4,1,1,1,1,217156,16,"[29,466,4,19,4,1,1,1,1,217156,16]"
27,250,6,23,22,2,0,1,1,62500,36,"[27,250,6,23,22,2,0,1,1,62500,36]"
13,336,2,16,11,2,0,1,0,112896,4,"[13,336,2,16,11,2,0,1,0,112896,4]"
45,289,1,7,6,1,1,1,0,83521,1,"[45,289,1,7,6,1,1,1,0,83521,1]"
46,164,3,10,34,4,0,1,1,26896,9,"[46,164,3,10,34,4,0,1,1,26896,9]"
33,497,4,16,11,4,0,0,1,247009,16,"[33,497,4,16,11,4,0,0,1,247009,16]"
12,140,2,38,31,4,1,1,1,19600,4,"[12,140,2,38,31,4,1,1,1,19600,4]"
23,148,5,47,31,1,1,0,1,21904,25,"[23,148,5,47,31,1,1,0,1,21904,25]"
25,282,6,31,19,4,0,0,1,79524,36,"[25,282,6,31,19,4,0,0,1,79524,36]"
6,56,2,96,4,2,0,1,0,3136,4,"[6,56,2,96,4,2,0,1,0,3136,4]"
23,340,7,15,6,4,0,0,0,115600,49,"[23,340,7,15,6,4,0,0,0,115600,49]"
38,266,4,21,29,2,0,0,0,70756,16,"[38,266,4,21,29,2,0,0,0,70756,16]"
59,381,7,13,16,3,1,1,1,145161,49,"[59,381,7,13,16,3,1,1,1,145161,49]"
8,242,2,17,11,2,0,0,0,58564,4,"[8,242,2,17,11,2,0,0,0,58564,4]"
30,466,4,11,9,2,0,1,1,217156,16,"[30,466,4,11,9,2,0,1,1,217156,16]"
33,376,5,3,3,1,0,1,0,141376,25,"[33,376,5,3,3,1,0,1,0,141376,25]"
55,87,5,22,101,3,1,0,0,7569,25,"[55,87,5,22,101,3,1,0,0,7569,25]"
29,369,5,7,1,1,0,1,1,136161,25,"[29,369,5,7,1,1,0,1,1,136161,25]"
37,30,4,276,154,1,1,1,1,900,16,"[37,30,4,276,154,1,1,1,1,900,16]"
53,19,2,296,470,3,0,1,0,361,4,"[53,19,2,296,470,3,0,1,0,361,4]"
43,507,4,6,16,4,1,1,1,257049,16,"[43,507,4,6,16,4,1,1,1,257049,16]"
31,405,4,16,2,3,0,0,0,164025,16,"[31,405,4,16,2,3,0,0,0,164025,16]"
7,468,1,2,18,2,1,1,0,219024,1,"[7,468,1,2,18,2,1,1,0,219024,1]"
4,34,7,15,3,3,1,1,1,1156,49,"[4,34,7,15,3,3,1,1,1,1156,49]"
25,1,1,7575,211,4,1,0,1,1,1,"[25,1,1,7575,211,4,1,0,1,1,1]"
62,499,7,12,17,4,0,0,1,249001,49,"[62,499,7,12,17,4,0,0,1,249001,49]"
47,445,3,17,9,1,1,0,0,198025,9,"[47,445,3,17,9,1,1,0,0,198025,9]"
64,225,2,37,6,3,1,1,0,50625,4,"[64,225,2,37,6,3,1,1,0,50625,4]"
59,346,6,15,21,2,1,0,1,119716,36,"[59,346,6,15,21,2,1,0,1,119716,36]"
15,198,1,16,13,3,0,0,1,39204,1,"[15,198,1,16,13,3,0,0,1,39204,1]"
51,77,3,24,71,4,0,0,0,5929,9,"[51,77,3,24,71,4,0,0,0,5929,9]"
60,462,4,2,5,4,0,0,0,213444,16,"[60,462,4,2,5,4,0,0,0,213444,16]"
16,236,3,1,29,2,0,0,1,55696,9,"[16,236,3,1,29,2,0,0,1,55696,9]"
32,35,2,257,204,4,0,0,1,1225,4,"[32,35,2,257,204,4,0,0,1,1225,4]"
25,348,3,6,20,3,0,0,0,121104,9,"[25,348,3,6,20,3,0,0,0,121104,9]"
16,303,5,6,28,3,0,1,1,91809,25,"[16,303,5,6,28,3,0,1,1,91809,25]"
46,357,3,20,5,4,1,1,1,127449,9,"[46,357,3,20,5,4,1,1,1,127449,9]"
45,437,1,14,4,4,0,1,1,190969,1,"[45,437,1,14,4,4,0,1,1,190969,1]"
48,231,3,24,1,2,1,0,0,53361,9,"[48,231,3,24,1,2,1,0,0,53361,9]"
33,67,7,145,52,3,0,1,1,4489,49,"[33,67,7,145,52,3,0,1,1,4489,49]"
20,361,7,1,19,2,1,0,1,130321,49,"[20,361,7,1,19,2,1,0,1,130321,49]"
39,427,3,19,5,4,1,1,1,182329,9,"[39,427,3,19,5,4,1,1,1,182329,9]"
52,55,7,17,20,4,0,1,1,3025,49,"[52,55,7,17,20,4,0,1,1,3025,49]"
37,184,3,51,1,3,0,0,0,33856,9,"[37,184,3,51,1,3,0,0,0,33856,9]"
19,119,1,64,42,3,0,0,1,14161,1,"[19,119,1,64,42,3,0,0,1,14161,1]"
13,14,1,663,444,4,1,1,0,196,1,"[13,14,1,663,444,4,1,1,0,196,1]"
42,200,7,34,39,2,0,1,0,40000,49,"[42,200,7,34,39,2,0,1,0,40000,49]"
63,290,1,16,16,2,1,0,0,84100,1,"[63,290,1,16,16,2,1,0,0,84100,1]"
57,395,1,24,12,2,0,1,1,156025,1,"[57,395,1,24,12,2,0,1,1,156025,1]"
63,83,5,36,102,4,1,0,0,6889,25,"[63,83,5,36,102,4,1,0,0,6889,25]"
11,222,6,30,3,2,0,1,1,49284,36,"[11,222,6,30,3,2,0,1,1,49284,36]"
50,246,3,2,31,1,1,0,0,60516,9,"[50,246,3,2,31,1,1,0,0,60516,9]"
10,63,2,108,145,2,1,0,1,3969,4,"[10,63,2,108,145,2,1,0,1,3969,4]"
16,346,4,9,20,3,1,1,1,119716,16,"[16,346,4,9,20,3,1,1,1,119716,16]"
34,399,4,9,4,3,1,0,0,159201,16,"[34,399,4,9,4,3,1,0,0,159201,16]"
30,41,2,94,208,4,0,1,1,1681,4,"[30,41,2,94,208,4,0,1,1,1681,4]"
23,205,4,2,8,4,0,1,0,42025,16,"[23,205,4,2,8,4,0,1,0,42025,16]"
47,424,7,10,16,3,1,0,1,179776,49,"[47,424,7,10,16,3,1,0,1,179776,49]"
19,357,6,13,23,2,0,0,1,127449,36,"[19,357,6,13,23,2,0,0,1,127449,36]"
31,83,5,29,66,2,0,0,0,6889,25,"[31,83,5,29,66,2,0,0,0,6889,25]"
35,191,7,48,38,4,1,0,0,36481,49,"[35,191,7,48,38,4,1,0,0,36481,49]"
30,174,2,13,21,1,0,0,0,30276,4,"[30,174,2,13,21,1,0,0,0,30276,4]"
4,294,3,10,22,1,0,1,1,86436,9,"[4,294,3,10,22,1,0,1,1,86436,9]"
59,178,2,32,40,4,0,0,1,31684,4,"[59,178,2,32,40,4,0,0,1,31684,4]"
24,28,4,289,143,2,0,0,0,784,16,"[24,28,4,289,143,2,0,0,0,784,16]"
40,208,6,36,44,4,0,0,0,43264,36,"[40,208,6,36,44,4,0,0,0,43264,36]"
54,200,2,39,47,1,0,0,1,40000,4,"[54,200,2,39,47,1,0,0,1,40000,4]"
52,465,1,20,18,3,0,1,0,216225,1,"[52,465,1,20,18,3,0,1,0,216225,1]"
7,339,6,4,9,4,0,0,1,114921,36,"[7,339,6,4,9,4,0,0,1,114921,36]"
30,233,6,17,12,1,1,1,0,54289,36,"[30,233,6,17,12,1,1,1,0,54289,36]"
58,476,4,2,20,3,0,0,1,226576,16,"[58,476,4,2,20,3,0,0,1,226576,16]"
4,360,7,20,14,2,1,1,1,129600,49,"[4,360,7,20,14,2,1,1,1,129600,49]"
55,207,2,28,39,3,1,0,1,42849,4,"[55,207,2,28,39,3,1,0,1,42849,4]"
51,177,7,11,8,3,1,0,0,31329,49,"[51,177,7,11,8,3,1,0,0,31329,49]"
38,136,5,24,44,2,1,1,1,18496,25,"[38,136,5,24,44,2,1,1,1,18496,25]"
3,361,5,8,23,2,0,1,0,130321,25,"[3,361,5,8,23,2,0,1,0,130321,25]"
62,491,6,14,6,2,1,1,0,241081,36,"[62,491,6,14,6,2,1,1,0,241081,36]"
24,427,1,5,3,3,1,1,1,182329,1,"[24,427,1,5,3,3,1,1,1,182329,1]"
34,250,1,37,24,3,1,0,1,62500,1,"[34,250,1,37,24,3,1,0,1,62500,1]"
17,363,3,15,16,4,0,1,0,131769,9,"[17,363,3,15,16,4,0,1,0,131769,9]"
27,377,3,8,25,4,0,0,1,142129,9,"[27,377,3,8,25,4,0,0,1,142129,9]"
26,349,2,22,9,2,0,1,1,121801,4,"[26,349,2,22,9,2,0,1,1,121801,4]"
57,27,2,328,11,1,1,0,1,729,4,"[57,27,2,328,11,1,1,0,1,729,4]"
35,241,2,20,16,4,1,1,1,58081,4,"[35,241,2,20,16,4,1,1,1,58081,4]"
38,273,3,34,34,3,1,0,0,74529,9,"[38,273,3,34,34,3,1,0,0,74529,9]"
35,79,4,66,35,2,1,1,0,6241,16,"[35,79,4,66,35,2,1,1,0,6241,16]"
2,330,5,6,4,2,0,1,0,108900,25,"[2,330,5,6,4,2,0,1,0,108900,25]"
27,128,4,11,69,2,0,0,1,16384,16,"[27,128,4,11,69,2,0,0,1,16384,16]"
14,372,5,21,8,3,0,0,1,138384,25,"[14,372,5,21,8,3,0,0,1,138384,25]"
57,176,6,25,32,2,1,0,1,30976,36,"[57,176,6,25,32,2,1,0,1,30976,36]"
18,193,3,9,42,4,1,1,1,37249,9,"[18,193,3,9,42,4,1,1,1,37249,9]"
29,353,1,14,2,2,0,0,1,124609,1,"[29,353,1,14,2,2,0,0,1,124609,1]"
62,301,7,24,22,2,1,0,0,90601,49,"[62,301,7,24,22,2,1,0,0,90601,49]"
42,158,6,13,42,3,1,0,1,24964,36,"[42,158,6,13,42,3,1,0,1,24964,36]"
41,17,1,217,138,4,1,0,1,289,1,"[41,17,1,217,138,4,1,0,1,289,1]"
7,266,2,22,18,2,0,0,0,70756,4,"[7,266,2,22,18,2,0,0,0,70756,4]"
29,508,3,4,3,1,1,1,1,258064,9,"[29,508,3,4,3,1,1,1,1,258064,9]"
10,187,5,28,23,1,1,0,1,34969,25,"[10,187,5,28,23,1,1,0,1,34969,25]"
61,117,2,71,76,1,1,1,0,13689,4,"[61,117,2,71,76,1,1,1,0,13689,4]"
25,101,6,74,51,3,1,0,0,10201,36,"[25,101,6,74,51,3,1,0,0,10201,36]"
16,337,3,8,20,3,1,0,0,113569,9,"[16,337,3,8,20,3,1,0,0,113569,9]"
36,417,5,1,12,1,1,1,1,173889,25,"[36,417,5,1,12,1,1,1,1,173889,25]"
59,150,3,14,24,4,0,1,0,22500,9,"[59,150,3,14,24,4,0,1,0,22500,9]"
43,30,1,261,2,2,0,1,0,900,1,"[43,30,1,261,2,2,0,1,0,900,1]"
26,509,4,11,9,1,0,0,0,259081,16,"[26,509,4,11,9,1,0,0,0,259081,16]"
46,388,5,11,16,2,0,1,0,150544,25,"[46,388,5,11,16,2,0,1,0,150544,25]"
34,283,3,22,8,2,1,1,0,80089,9,"[34,283,3,22,8,2,1,1,0,80089,9]"
51,417,4,12,21,1,1,1,1,173889,16,"[51,417,4,12,21,1,1,1,1,173889,16]"
3,496,4,16,6,3,1,1,1,246016,16,"[3,496,4,16,6,3,1,1,1,246016,16]"
6,495,2,10,10,3,0,0,1,245025,4,"[6,495,2,10,10,3,0,0,1,245025,4]"
18,106,5,44,72,1,1,0,1,11236,25,"[18,106,5,44,72,1,1,0,1,11236,25]"
37,198,4,45,40,1,0,1,1,39204,16,"[37,198,4,45,40,1,0,1,1,39204,16]"
30,502,2,4,13,2,1,0,0,252004,4,"[30,502,2,4,13,2,1,0,0,252004,4]"
51,47,1,86,29,1,0,1,1,2209,1,"[51,47,1,86,29,1,0,1,1,2209,1]"
45,435,1,19,8,2,1,1,1,189225,1,"[45,435,1,19,8,2,1,1,1,189225,1]"
64,369,2,18,26,2,0,0,1,136161,4,"[64,369,2,18,26,2,0,0,1,136161,4]"
56,213,7,33,41,3,0,1,0,45369,49,"[56,213,7,33,41,3,0,1,0,45369,49]"
50,446,7,16,10,2,1,1,1,198916,49,"[50,446,7,16,10,2,1,1,1,198916,49]"
30,135,6,43,43,4,0,1,0,18225,36,"[30,135,6,43,43,4,0,1,0,18225,36]"
14,219,7,41,24,2,0,1,1,47961,49,"[14,219,7,41,24,2,0,1,1,47961,49]"
60,479,2,12,6,4,1,1,0,229441,4,"[60,479,2,12,6,4,1,1,0,229441,4]"
51,432,3,7,9,2,0,1,0,186624,9,"[51,432,3,7,9,2,0,1,0,186624,9]"
61,362,7,7,17,1,0,1,1,131044,49,"[61,362,7,7,17,1,0,1,1,131044,49]"
22,24,6,86,221,2,0,1,1,576,36,"[22,24,6,86,221,2,0,1,1,576,36]"
11,106,4,84,86,3,1,0,0,11236,16,"[11,106,4,84,86,3,1,0,0,11236,16]"
25,219,4,23,14,4,1,1,1,47961,16,"[25,219,4,23,14,4,1,1,1,47961,16]"
2,107,6,63,56,3,1,1,0,11449,36,"[2,107,6,63,56,3,1,1,0,11449,36]"
50,211,3,33,22,1,1,0,1,44521,9,"[50,211,3,33,22,1,1,0,1,44521,9]"
2,37,5,163,242,1,1,1,1,1369,25,"[2,37,5,163,242,1,1,1,1,1369,25]"
45,120,2,78,53,2,1,1,1,14400,4,"[45,120,2,78,53,2,1,1,1,14400,4]"
46,307,1,29,22,3,1,1,1,94249,1,"[46,307,1,29,22,3,1,1,1,94249,1]"
54,485,7,16,2,2,0,0,1,235225,49,"[54,485,7,16,2,2,0,0,1,235225,49]"
60,53,2,19,10,2,1,1,0,2809,4,"[60,53,2,19,10,2,1,1,0,2809,4]"
21,359,1,19,12,2,1,1,0,128881,1,"[21,359,1,19,12,2,1,1,0,128881,1]"
26,152,7,15,25,4,1,0,0,23104,49,"[26,152,7,15,25,4,1,0,0,23104,49]"
23,436,6,13,20,3,0,1,0,190096,36,"[23,436,6,13,20,3,0,1,0,190096,36]"
28,77,5,31,99,3,0,0,1,5929,25,"[28,77,5,31,99,3,0,0,1,5929,25]"
56,489,5,4,11,4,0,1,1,239121,25,"[56,489,5,4,11,4,0,1,1,239121,25]"
33,18,4,482,150,3,0,1,0,324,16,"[33,18,4,482,150,3,0,1,0,324,16]"
59,463,7,16,8,1,1,0,1,214369,49,"[59,463,7,16,8,1,1,0,1,214369,49]"
3,443,4,12,12,3,0,0,0,196249,16,"[3,443,4,12,12,3,0,0,0,196249,16]"
35,174,7,35,5,4,1,1,0,30276,49,"[35,174,7,35,5,4,1,1,0,30276,49]"
23,26,3,4,357,1,1,1,1,676,9,"[23,26,3,4,357,1,1,1,1,676,9]"
11,259,3,10,17,4,1,1,1,67081,9,"[11,259,3,10,17,4,1,1,1,67081,9]"
31,24,7,79,343,1,1,0,1,576,49,"[31,24,7,79,343,1,1,0,1,576,49]"
13,469,5,18,4,1,1,1,1,219961,25,"[13,469,5,18,4,1,1,1,1,219961,25]"
29,431,2,20,8,2,1,0,0,185761,4,"[29,431,2,20,8,2,1,0,0,185761,4]"
48,25,1,353,365,1,1,1,1,625,1,"[48,25,1,353,365,1,1,1,1,625,1]"
51,44,3,114,116,2,1,0,1,1936,9,"[51,44,3,114,116,2,1,0,1,1936,9]"
54,110,2,88,11,3,0,1,1,12100,4,"[54,110,2,88,11,3,0,1,1,12100,4]"
57,283,6,3,31,1,1,0,1,80089,36,"[57,283,6,3,31,1,1,0,1,80089,36]"
25,65,3,41,145,3,0,1,1,4225,9,"[25,65,3,41,145,3,0,1,1,4225,9]"
18,128,3,4,69,3,1,1,0,16384,9,"[18,128,3,4,69,3,1,1,0,16384,9]"
39,98,3,85,97,4,1,1,1,9604,9,"[39,98,3,85,97,4,1,1,1,9604,9]"
24,404,1,11,13,4,0,0,1,163216,1,"[24,404,1,11,13,4,0,0,1,163216,1]"
19,288,5,21,5,2,0,1,0,82944,25,"[19,288,5,21,5,2,0,1,0,82944,25]"
31,433,6,17,22,3,1,1,0,187489,36,"[31,433,6,17,22,3,1,1,0,187489,36]"
24,453,6,2,10,2,0,0,1,205209,36,"[24,453,6,2,10,2,0,0,1,205209,36]"
15,130,3,46,66,4,1,1,1,16900,9,"[15,130,3,46,66,4,1,1,1,16900,9]"
31,174,6,7,31,1,0,0,1,30276,36,"[31,174,6,7,31,1,0,0,1,30276,36]"
19,84,1,57,37,1,1,0,1,7056,1,"[19,84,1,57,37,1,1,0,1,7056,1]"
17,454,3,7,17,4,1,1,0,206116,9,"[17,454,3,7,17,4,1,1,0,206116,9]"
18,464,2,7,13,4,1,1,1,215296,4,"[18,464,2,7,13,4,1,1,1,215296,4]"
16,117,3,44,52,3,0,0,0,13689,9,"[16,117,3,44,52,3,0,0,0,13689,9]"
59,180,5,6,21,1,0,0,0,32400,25,"[59,180,5,6,21,1,0,0,0,32400,25]"
37,83,5,100,94,3,0,1,0,6889,25,"[37,83,5,100,94,3,0,1,0,6889,25]"
5,334,7,24,12,3,0,1,0,111556,49,"[5,334,7,24,12,3,0,1,0,111556,49]"
7,233,2,6,32,3,1,0,0,54289,4,"[7,233,2,6,32,3,1,0,0,54289,4]"
45,490,4,15,4,3,1,1,1,240100,16,"[45,490,4,15,4,3,1,1,1,240100,16]"
46,288,4,14,15,2,1,1,0,82944,16,"[46,288,4,14,15,2,1,1,0,82944,16]"
14,61,1,39,9,3,0,1,1,3721,1,"[14,61,1,39,9,3,0,1,1,3721,1]"
44,108,6,78,42,2,1,1,1,11664,36,"[44,108,6,78,42,2,1,1,1,11664,36]"
25,250,3,30,15,4,0,1,1,62500,9,"[25,250,3,30,15,4,0,1,1,62500,9]"
8,388,4,5,17,4,0,0,1,150544,16,"[8,388,4,5,17,4,0,0,1,150544,16]"
59,100,5,58,94,3,1,1,0,10000,25,"[59,100,5,58,94,3,1,1,0,10000,25]"
62,188,2,11,48,1,0,0,0,35344,4,"[62,188,2,11,48,1,0,0,0,35344,4]"
3,506,7,16,11,1,1,1,0,256036,49,"[3,506,7,16,11,1,1,1,0,256036,49]"
59,208,3,32,28,3,0,1,1,43264,9,"[59,208,3,32,28,3,0,1,1,43264,9]"
16,20,2,304,7,3,1,0,0,400,4,"[16,20,2,304,7,3,1,0,0,400,4]"
4,295,1,5,6,4,1,0,0,87025,1,"[4,295,1,5,6,4,1,0,0,87025,1]"
46,317,2,22,9,4,1,0,1,100489,4,"[46,317,2,22,9,4,1,0,1,100489,4]"
32,95,3,36,77,4,1,0,0,9025,9,"[32,95,3,36,77,4,1,0,0,9025,9]"
26,454,2,11,9,1,0,1,1,206116,4,"[26,454,2,11,9,1,0,1,1,206116,4]"
57,349,4,9,12,2,1,0,0,121801,16,"[57,349,4,9,12,2,1,0,0,121801,16]"
43,163,7,27,37,3,1,1,0,26569,49,"[43,163,7,27,37,3,1,1,0,26569,49]"
20,100,6,28,87,4,1,0,1,10000,36,"[20,100,6,28,87,4,1,0,1,10000,36]"
16,5,1,1128,1160,1,0,1,0,25,1,"[16,5,1,1128,1160,1,0,1,0,25,1]"
31,410,4,8,7,3,1,1,1,168100,16,"[31,410,4,8,7,3,1,1,1,168100,16]"
47,411,6,4,6,3,0,0,1,168921,36,"[47,411,6,4,6,3,0,0,1,168921,36]"
11,190,2,29,15,1,1,0,1,36100,4,"[11,190,2,29,15,1,1,0,1,36100,4]"
41,21,1,445,450,4,0,1,1,441,1,"[41,21,1,445,450,4,0,1,1,441,1]"
61,90,2,42,38,1,0,1,0,8100,4,"[61,90,2,42,38,1,0,1,0,8100,4]"
8,312,4,27,15,3,0,0,0,97344,16,"[8,312,4,27,15,3,0,0,0,97344,16]"
61,350,4,25,8,2,0,1,0,122500,16,"[61,350,4,25,8,2,0,1,0,122500,16]"
33,345,6,13,9,3,1,0,0,119025,36,"[33,345,6,13,9,3,1,0,0,119025,36]"
21,499,2,11,16,1,0,1,1,249001,4,"[21,499,2,11,16,1,0,1,1,249001,4]"
4,30,7,129,9,2,0,0,0,900,49,"[4,30,7,129,9,2,0,0,0,900,49]"
7,386,4,10,6,2,0,1,1,148996,16,"[7,386,4,10,6,2,0,1,1,148996,16]"
2,456,5,5,2,3,0,1,0,207936,25,"[2,456,5,5,2,3,0,1,0,207936,25]"
55,19,1,204,444,3,1,0,1,361,1,"[55,19,1,204,444,3,1,0,1,361,1]"
39,52,1,76,57,1,1,0,1,2704,1,"[39,52,1,76,57,1,1,0,1,2704,1]"
2,120,1,81,78,3,0,0,0,14400,1,"[2,120,1,81,78,3,0,0,0,14400,1]"
49,352,2,22,21,1,0,1,1,123904,4,"[49,352,2,22,21,1,0,1,1,123904,4]"
19,498,5,19,9,2,0,0,0,248004,25,"[19,498,5,19,9,2,0,0,0,248004,25]"
5,389,7,7,4,4,1,0,0,151321,49,"[5,389,7,7,4,4,1,0,0,151321,49]"
49,59,5,67,136,3,0,0,0,3481,25,"[49,59,5,67,136,3,0,0,0,3481,25]"
60,311,5,12,12,1,0,0,0,96721,25,"[60,311,5,12,12,1,0,0,0,96721,25]"
1,59,1,9,10,3,0,0,0,3481,1,"[1,59,1,9,10,3,0,0,0,3481,1]"
15,70,5,58,95,2,1,1,0,4900,25,"[15,70,5,58,95,2,1,1,0,4900,25]"
8,499,3,19,3,4,0,1,1,249001,9,"[8,499,3,19,3,4,0,1,1,249001,9]"
27,287,1,13,7,1,1,1,1,82369,1,"[27,287,1,13,7,1,1,1,1,82369,1]"
5,178,4,31,47,2,1,1,0,31684,16,"[5,178,4,31,47,2,1,1,0,31684,16]"
14,401,1,19,9,1,1,0,0,160801,1,"[14,401,1,19,9,1,1,0,0,160801,1]"
15,385,7,2,23,3,0,1,0,148225,49,"[15,385,7,2,23,3,0,1,0,148225,49]"
11,290,5,22,33,4,1,0,0,84100,25,"[11,290,5,22,33,4,1,0,0,84100,25]"
42,230,6,39,2,2,0,0,0,52900,36,"[42,230,6,39,2,2,0,0,0,52900,36]"
12,17,5,304,197,2,1,0,1,289,25,"[12,17,5,304,197,2,1,0,1,289,25]"
58,64,6,7,88,3,0,0,1,4096,36,"[58,64,6,7,88,3,0,0,1,4096,36]"
54,90,5,64,63,1,0,0,0,8100,25,"[54,90,5,64,63,1,0,0,0,8100,25]"
48,329,3,19,12,1,0,1,1,108241,9,"[48,329,3,19,12,1,0,1,1,108241,9]"
59,434,5,21,11,2,0,0,1,188356,25,"[59,434,5,21,11,2,0,0,1,188356,25]"
56,366,6,11,9,2,1,1,1,133956,36,"[56,366,6,11,9,2,1,1,1,133956,36]"
23,241,7,18,39,1,1,0,0,58081,49,"[23,241,7,18,39,1,1,0,0,58081,49]"
53,105,5,41,48,3,0,1,1,11025,25,"[53,105,5,41,48,3,0,1,1,11025,25]"
34,207,3,35,31,1,1,1,1,42849,9,"[34,207,3,35,31,1,1,1,1,42849,9]"
50,326,7,6,2,4,0,0,1,106276,49,"[50,326,7,6,2,4,0,0,1,106276,49]"
4,371,2,5,8,1,0,0,0,137641,4,"[4,371,2,5,8,1,0,0,0,137641,4]"
4,386,3,17,3,1,0,1,1,148996,9,"[4,386,3,17,3,1,0,1,1,148996,9]"
30,93,4,22,72,2,0,0,0,8649,16,"[30,93,4,22,72,2,0,0,0,8649,16]"
14,285,1,11,30,3,0,0,0,81225,1,"[14,285,1,11,30,3,0,0,0,81225,1]"
33,338,2,27,22,2,1,1,0,114244,4,"[33,338,2,27,22,2,1,1,0,114244,4]"
55,399,7,11,4,3,1,0,0,159201,49,"[55,399,7,11,4,3,1,0,0,159201,49]"
