batchsize,matsize,channels_in,poolsize,strides,padding,elements_matrix,hashkey
61,328,16,6,1,0,107584,"[61,328,16,6,1,0,107584]"
43,200,26,7,1,1,40000,"[43,200,26,7,1,1,40000]"
42,123,62,3,3,0,15129,"[42,123,62,3,3,0,15129]"
50,476,11,7,2,1,226576,"[50,476,11,7,2,1,226576]"
64,159,47,5,1,0,25281,"[64,159,47,5,1,0,25281]"
14,483,10,4,2,0,233289,"[14,483,10,4,2,0,233289]"
25,357,22,4,3,1,127449,"[25,357,22,4,3,1,127449]"
48,148,29,6,4,1,21904,"[48,148,29,6,4,1,21904]"
10,70,80,1,3,1,4900,"[10,70,80,1,3,1,4900]"
20,387,8,3,1,1,149769,"[20,387,8,3,1,1,149769]"
37,253,17,2,1,0,64009,"[37,253,17,2,1,0,64009]"
25,373,13,3,4,0,139129,"[25,373,13,3,4,0,139129]"
12,501,8,2,4,0,251001,"[12,501,8,2,4,0,251001]"
17,458,16,1,3,1,209764,"[17,458,16,1,3,1,209764]"
20,48,196,6,1,1,2304,"[20,48,196,6,1,1,2304]"
21,367,3,5,2,1,134689,"[21,367,3,5,2,1,134689]"
56,209,22,6,3,1,43681,"[56,209,22,6,3,1,43681]"
45,87,106,3,4,1,7569,"[45,87,106,3,4,1,7569]"
9,99,35,5,2,1,9801,"[9,99,35,5,2,1,9801]"
61,54,180,6,4,0,2916,"[61,54,180,6,4,0,2916]"
25,125,9,7,2,1,15625,"[25,125,9,7,2,1,15625]"
56,140,70,2,2,0,19600,"[56,140,70,2,2,0,19600]"
56,87,61,1,1,1,7569,"[56,87,61,1,1,1,7569]"
20,65,66,7,1,0,4225,"[20,65,66,7,1,0,4225]"
13,426,17,7,1,1,181476,"[13,426,17,7,1,1,181476]"
22,60,73,4,1,1,3600,"[22,60,73,4,1,1,3600]"
40,473,4,1,1,1,223729,"[40,473,4,1,1,1,223729]"
25,318,22,7,1,0,101124,"[25,318,22,7,1,0,101124]"
11,237,41,5,3,0,56169,"[11,237,41,5,3,0,56169]"
28,251,14,3,2,1,63001,"[28,251,14,3,2,1,63001]"
43,163,19,6,2,1,26569,"[43,163,19,6,2,1,26569]"
46,278,8,6,2,1,77284,"[46,278,8,6,2,1,77284]"
19,127,53,1,1,0,16129,"[19,127,53,1,1,0,16129]"
17,451,17,5,2,0,203401,"[17,451,17,5,2,0,203401]"
30,196,32,3,3,1,38416,"[30,196,32,3,3,1,38416]"
20,284,28,5,4,0,80656,"[20,284,28,5,4,0,80656]"
30,104,72,7,2,1,10816,"[30,104,72,7,2,1,10816]"
14,464,5,6,3,0,215296,"[14,464,5,6,3,0,215296]"
44,318,9,3,3,1,101124,"[44,318,9,3,3,1,101124]"
31,411,15,5,2,0,168921,"[31,411,15,5,2,0,168921]"
57,447,16,3,4,1,199809,"[57,447,16,3,4,1,199809]"
48,354,2,4,2,1,125316,"[48,354,2,4,2,1,125316]"
5,119,68,4,1,0,14161,"[5,119,68,4,1,0,14161]"
60,296,18,7,3,1,87616,"[60,296,18,7,3,1,87616]"
25,28,149,4,1,0,784,"[25,28,149,4,1,0,784]"
52,150,36,5,3,1,22500,"[52,150,36,5,3,1,22500]"
62,450,6,7,1,1,202500,"[62,450,6,7,1,1,202500]"
31,106,59,6,3,0,11236,"[31,106,59,6,3,0,11236]"
9,291,22,7,2,0,84681,"[9,291,22,7,2,0,84681]"
54,381,24,3,2,1,145161,"[54,381,24,3,2,1,145161]"
19,133,23,7,1,1,17689,"[19,133,23,7,1,1,17689]"
44,423,20,1,1,1,178929,"[44,423,20,1,1,1,178929]"
37,111,80,2,2,0,12321,"[37,111,80,2,2,0,12321]"
19,35,208,4,3,0,1225,"[19,35,208,4,3,0,1225]"
19,335,7,2,1,0,112225,"[19,335,7,2,1,0,112225]"
13,324,2,1,4,1,104976,"[13,324,2,1,4,1,104976]"
15,508,11,7,1,1,258064,"[15,508,11,7,1,1,258064]"
7,387,15,7,4,0,149769,"[7,387,15,7,4,0,149769]"
47,256,26,2,3,1,65536,"[47,256,26,2,3,1,65536]"
27,202,11,4,3,0,40804,"[27,202,11,4,3,0,40804]"
42,373,6,5,2,0,139129,"[42,373,6,5,2,0,139129]"
23,490,16,2,1,0,240100,"[23,490,16,2,1,0,240100]"
46,162,56,1,3,1,26244,"[46,162,56,1,3,1,26244]"
10,70,125,3,1,0,4900,"[10,70,125,3,1,0,4900]"
24,272,7,3,2,0,73984,"[24,272,7,3,2,0,73984]"
55,131,6,6,4,0,17161,"[55,131,6,6,4,0,17161]"
28,352,3,5,2,0,123904,"[28,352,3,5,2,0,123904]"
25,38,148,7,2,1,1444,"[25,38,148,7,2,1,1444]"
3,325,24,7,1,0,105625,"[3,325,24,7,1,0,105625]"
32,146,11,5,1,0,21316,"[32,146,11,5,1,0,21316]"
55,368,14,1,2,0,135424,"[55,368,14,1,2,0,135424]"
23,136,66,3,2,1,18496,"[23,136,66,3,2,1,18496]"
61,122,73,1,2,1,14884,"[61,122,73,1,2,1,14884]"
34,456,10,1,4,0,207936,"[34,456,10,1,4,0,207936]"
10,210,16,5,2,1,44100,"[10,210,16,5,2,1,44100]"
41,290,27,3,4,0,84100,"[41,290,27,3,4,0,84100]"
62,512,14,1,1,1,262144,"[62,512,14,1,1,1,262144]"
14,123,22,1,4,1,15129,"[14,123,22,1,4,1,15129]"
19,425,9,4,3,1,180625,"[19,425,9,4,3,1,180625]"
27,504,8,1,3,0,254016,"[27,504,8,1,3,0,254016]"
56,299,20,5,3,0,89401,"[56,299,20,5,3,0,89401]"
38,180,35,2,1,1,32400,"[38,180,35,2,1,1,32400]"
43,426,22,7,4,1,181476,"[43,426,22,7,4,1,181476]"
57,472,3,7,4,0,222784,"[57,472,3,7,4,0,222784]"
17,56,64,7,3,1,3136,"[17,56,64,7,3,1,3136]"
48,462,20,2,1,0,213444,"[48,462,20,2,1,0,213444]"
21,50,50,1,3,0,2500,"[21,50,50,1,3,0,2500]"
16,428,1,2,1,1,183184,"[16,428,1,2,1,1,183184]"
25,350,21,6,2,1,122500,"[25,350,21,6,2,1,122500]"
23,133,56,4,2,0,17689,"[23,133,56,4,2,0,17689]"
60,328,7,1,1,0,107584,"[60,328,7,1,1,0,107584]"
52,192,43,6,4,1,36864,"[52,192,43,6,4,1,36864]"
20,329,19,3,2,1,108241,"[20,329,19,3,2,1,108241]"
38,279,22,4,1,1,77841,"[38,279,22,4,1,1,77841]"
62,237,14,6,2,1,56169,"[62,237,14,6,2,1,56169]"
34,410,13,7,4,0,168100,"[34,410,13,7,4,0,168100]"
60,320,11,5,1,0,102400,"[60,320,11,5,1,0,102400]"
16,381,4,2,1,0,145161,"[16,381,4,2,1,0,145161]"
6,240,2,1,4,1,57600,"[6,240,2,1,4,1,57600]"
37,108,33,4,2,0,11664,"[37,108,33,4,2,0,11664]"
55,485,11,3,3,0,235225,"[55,485,11,3,3,0,235225]"
54,169,28,6,2,1,28561,"[54,169,28,6,2,1,28561]"
18,171,41,3,2,0,29241,"[18,171,41,3,2,0,29241]"
15,377,2,6,2,1,142129,"[15,377,2,6,2,1,142129]"
37,135,14,5,2,0,18225,"[37,135,14,5,2,0,18225]"
9,431,9,1,3,1,185761,"[9,431,9,1,3,1,185761]"
53,164,52,5,4,1,26896,"[53,164,52,5,4,1,26896]"
25,52,150,7,1,0,2704,"[25,52,150,7,1,0,2704]"
11,138,53,3,1,1,19044,"[11,138,53,3,1,1,19044]"
13,187,20,1,1,0,34969,"[13,187,20,1,1,0,34969]"
22,397,16,7,1,1,157609,"[22,397,16,7,1,1,157609]"
17,149,54,3,3,0,22201,"[17,149,54,3,3,0,22201]"
55,470,5,4,3,0,220900,"[55,470,5,4,3,0,220900]"
8,143,61,7,1,1,20449,"[8,143,61,7,1,1,20449]"
41,281,15,3,1,1,78961,"[41,281,15,3,1,1,78961]"
41,318,18,7,2,1,101124,"[41,318,18,7,2,1,101124]"
46,361,13,6,1,1,130321,"[46,361,13,6,1,1,130321]"
33,282,12,2,3,1,79524,"[33,282,12,2,3,1,79524]"
1,468,7,5,4,1,219024,"[1,468,7,5,4,1,219024]"
31,51,29,4,3,1,2601,"[31,51,29,4,3,1,2601]"
24,17,280,7,2,1,289,"[24,17,280,7,2,1,289]"
38,391,8,6,4,0,152881,"[38,391,8,6,4,0,152881]"
58,257,23,2,4,0,66049,"[58,257,23,2,4,0,66049]"
21,446,11,5,2,1,198916,"[21,446,11,5,2,1,198916]"
10,224,29,4,1,1,50176,"[10,224,29,4,1,1,50176]"
28,17,396,4,1,0,289,"[28,17,396,4,1,0,289]"
31,356,20,2,2,1,126736,"[31,356,20,2,2,1,126736]"
29,426,11,5,1,0,181476,"[29,426,11,5,1,0,181476]"
37,320,9,1,1,1,102400,"[37,320,9,1,1,1,102400]"
1,339,22,7,2,0,114921,"[1,339,22,7,2,0,114921]"
14,235,2,4,4,0,55225,"[14,235,2,4,4,0,55225]"
59,337,13,5,1,0,113569,"[59,337,13,5,1,0,113569]"
48,76,43,6,3,1,5776,"[48,76,43,6,3,1,5776]"
57,302,12,1,3,1,91204,"[57,302,12,1,3,1,91204]"
47,254,19,2,2,1,64516,"[47,254,19,2,2,1,64516]"
23,16,554,1,2,0,256,"[23,16,554,1,2,0,256]"
58,492,12,5,2,1,242064,"[58,492,12,5,2,1,242064]"
49,328,3,2,3,1,107584,"[49,328,3,2,3,1,107584]"
39,38,242,6,4,1,1444,"[39,38,242,6,4,1,1444]"
27,149,53,3,2,1,22201,"[27,149,53,3,2,1,22201]"
58,281,24,2,2,0,78961,"[58,281,24,2,2,0,78961]"
22,195,41,6,2,1,38025,"[22,195,41,6,2,1,38025]"
56,42,46,3,4,1,1764,"[56,42,46,3,4,1,1764]"
57,247,5,3,2,0,61009,"[57,247,5,3,2,0,61009]"
28,38,66,2,2,0,1444,"[28,38,66,2,2,0,1444]"
18,489,19,2,4,1,239121,"[18,489,19,2,4,1,239121]"
19,489,13,7,4,1,239121,"[19,489,13,7,4,1,239121]"
37,464,12,4,4,0,215296,"[37,464,12,4,4,0,215296]"
20,140,65,5,2,0,19600,"[20,140,65,5,2,0,19600]"
14,486,11,6,2,1,236196,"[14,486,11,6,2,1,236196]"
51,11,259,3,2,1,121,"[51,11,259,3,2,1,121]"
22,82,119,1,4,0,6724,"[22,82,119,1,4,0,6724]"
15,511,16,5,4,1,261121,"[15,511,16,5,4,1,261121]"
43,220,30,7,2,0,48400,"[43,220,30,7,2,0,48400]"
55,77,24,5,2,0,5929,"[55,77,24,5,2,0,5929]"
29,490,11,4,1,1,240100,"[29,490,11,4,1,1,240100]"
55,65,55,6,4,0,4225,"[55,65,55,6,4,0,4225]"
5,119,57,6,2,1,14161,"[5,119,57,6,2,1,14161]"
32,431,16,3,1,1,185761,"[32,431,16,3,1,1,185761]"
31,78,117,2,3,0,6084,"[31,78,117,2,3,0,6084]"
24,444,21,3,1,0,197136,"[24,444,21,3,1,0,197136]"
27,166,48,2,1,1,27556,"[27,166,48,2,1,1,27556]"
31,344,1,6,3,1,118336,"[31,344,1,6,3,1,118336]"
14,460,17,4,1,1,211600,"[14,460,17,4,1,1,211600]"
2,202,12,2,3,0,40804,"[2,202,12,2,3,0,40804]"
42,131,73,3,1,1,17161,"[42,131,73,3,1,1,17161]"
26,498,6,7,2,1,248004,"[26,498,6,7,2,1,248004]"
38,458,13,6,3,1,209764,"[38,458,13,6,3,1,209764]"
47,483,16,5,2,1,233289,"[47,483,16,5,2,1,233289]"
51,89,71,2,2,1,7921,"[51,89,71,2,2,1,7921]"
3,372,5,3,4,0,138384,"[3,372,5,3,4,0,138384]"
35,144,51,4,4,0,20736,"[35,144,51,4,4,0,20736]"
64,103,62,5,2,1,10609,"[64,103,62,5,2,1,10609]"
32,6,1297,6,3,1,36,"[32,6,1297,6,3,1,36]"
24,204,37,1,3,0,41616,"[24,204,37,1,3,0,41616]"
44,218,19,3,2,1,47524,"[44,218,19,3,2,1,47524]"
54,211,6,6,2,0,44521,"[54,211,6,6,2,0,44521]"
48,427,18,7,4,1,182329,"[48,427,18,7,4,1,182329]"
25,169,21,6,4,0,28561,"[25,169,21,6,4,0,28561]"
27,464,5,7,1,1,215296,"[27,464,5,7,1,1,215296]"
11,371,24,5,3,0,137641,"[11,371,24,5,3,0,137641]"
28,475,3,6,3,0,225625,"[28,475,3,6,3,0,225625]"
57,39,109,5,2,1,1521,"[57,39,109,5,2,1,1521]"
54,348,8,3,2,0,121104,"[54,348,8,3,2,0,121104]"
24,439,4,5,1,1,192721,"[24,439,4,5,1,1,192721]"
10,132,37,4,1,1,17424,"[10,132,37,4,1,1,17424]"
4,22,202,3,3,1,484,"[4,22,202,3,3,1,484]"
20,475,2,1,1,0,225625,"[20,475,2,1,1,0,225625]"
61,70,71,7,1,0,4900,"[61,70,71,7,1,0,4900]"
9,150,47,6,3,0,22500,"[9,150,47,6,3,0,22500]"
36,158,31,6,3,0,24964,"[36,158,31,6,3,0,24964]"
20,182,15,1,4,1,33124,"[20,182,15,1,4,1,33124]"
36,87,89,5,2,1,7569,"[36,87,89,5,2,1,7569]"
38,84,117,2,1,0,7056,"[38,84,117,2,1,0,7056]"
53,411,20,5,1,1,168921,"[53,411,20,5,1,1,168921]"
28,325,13,6,2,1,105625,"[28,325,13,6,2,1,105625]"
16,238,35,4,1,1,56644,"[16,238,35,4,1,1,56644]"
11,15,577,3,2,0,225,"[11,15,577,3,2,0,225]"
23,264,7,7,4,1,69696,"[23,264,7,7,4,1,69696]"
53,384,20,4,4,0,147456,"[53,384,20,4,4,0,147456]"
18,46,197,5,3,1,2116,"[18,46,197,5,3,1,2116]"
28,62,8,5,3,1,3844,"[28,62,8,5,3,1,3844]"
35,129,71,5,2,0,16641,"[35,129,71,5,2,0,16641]"
19,295,2,7,3,0,87025,"[19,295,2,7,3,0,87025]"
52,356,1,2,1,1,126736,"[52,356,1,2,1,1,126736]"
41,261,27,3,3,1,68121,"[41,261,27,3,3,1,68121]"
52,34,228,7,3,1,1156,"[52,34,228,7,3,1,1156]"
32,39,6,2,4,0,1521,"[32,39,6,2,4,0,1521]"
64,341,10,3,2,1,116281,"[64,341,10,3,2,1,116281]"
57,477,4,2,1,1,227529,"[57,477,4,2,1,1,227529]"
17,342,28,7,4,0,116964,"[17,342,28,7,4,0,116964]"
55,419,13,1,2,1,175561,"[55,419,13,1,2,1,175561]"
45,195,11,1,3,0,38025,"[45,195,11,1,3,0,38025]"
7,334,1,5,2,0,111556,"[7,334,1,5,2,0,111556]"
26,311,18,6,2,1,96721,"[26,311,18,6,2,1,96721]"
2,22,187,2,1,1,484,"[2,22,187,2,1,1,484]"
25,32,58,4,4,1,1024,"[25,32,58,4,4,1,1024]"
21,83,50,7,2,1,6889,"[21,83,50,7,2,1,6889]"
30,218,27,1,4,1,47524,"[30,218,27,1,4,1,47524]"
63,147,33,1,3,1,21609,"[63,147,33,1,3,1,21609]"
55,242,35,7,2,1,58564,"[55,242,35,7,2,1,58564]"
4,434,19,1,4,0,188356,"[4,434,19,1,4,0,188356]"
39,483,13,2,1,1,233289,"[39,483,13,2,1,1,233289]"
38,451,10,1,2,1,203401,"[38,451,10,1,2,1,203401]"
6,289,4,1,1,1,83521,"[6,289,4,1,1,1,83521]"
54,150,11,3,2,1,22500,"[54,150,11,3,2,1,22500]"
60,386,16,3,3,0,148996,"[60,386,16,3,3,0,148996]"
12,283,22,2,4,0,80089,"[12,283,22,2,4,0,80089]"
23,295,9,6,3,0,87025,"[23,295,9,6,3,0,87025]"
58,158,60,7,3,0,24964,"[58,158,60,7,3,0,24964]"
17,186,23,5,2,0,34596,"[17,186,23,5,2,0,34596]"
59,452,16,2,4,1,204304,"[59,452,16,2,4,1,204304]"
25,265,21,6,4,1,70225,"[25,265,21,6,4,1,70225]"
62,262,24,5,3,1,68644,"[62,262,24,5,3,1,68644]"
28,276,23,7,4,0,76176,"[28,276,23,7,4,0,76176]"
18,390,22,7,1,0,152100,"[18,390,22,7,1,0,152100]"
10,483,6,5,2,1,233289,"[10,483,6,5,2,1,233289]"
41,185,7,6,4,0,34225,"[41,185,7,6,4,0,34225]"
30,291,27,4,2,1,84681,"[30,291,27,4,2,1,84681]"
24,226,18,7,2,0,51076,"[24,226,18,7,2,0,51076]"
46,232,14,7,4,1,53824,"[46,232,14,7,4,1,53824]"
15,17,341,2,1,0,289,"[15,17,341,2,1,0,289]"
6,88,92,1,1,1,7744,"[6,88,92,1,1,1,7744]"
61,502,9,2,2,1,252004,"[61,502,9,2,2,1,252004]"
30,333,6,3,3,1,110889,"[30,333,6,3,3,1,110889]"
40,304,9,5,2,0,92416,"[40,304,9,5,2,0,92416]"
13,412,15,2,4,0,169744,"[13,412,15,2,4,0,169744]"
53,445,19,3,2,0,198025,"[53,445,19,3,2,0,198025]"
43,251,34,1,4,1,63001,"[43,251,34,1,4,1,63001]"
33,207,26,7,3,0,42849,"[33,207,26,7,3,0,42849]"
6,397,14,5,2,1,157609,"[6,397,14,5,2,1,157609]"
24,211,28,6,2,0,44521,"[24,211,28,6,2,0,44521]"
25,37,70,4,2,1,1369,"[25,37,70,4,2,1,1369]"
31,290,30,5,4,1,84100,"[31,290,30,5,4,1,84100]"
53,228,19,5,1,0,51984,"[53,228,19,5,1,0,51984]"
11,512,5,2,3,0,262144,"[11,512,5,2,3,0,262144]"
9,16,348,1,2,0,256,"[9,16,348,1,2,0,256]"
8,316,26,1,3,1,99856,"[8,316,26,1,3,1,99856]"
14,358,16,5,1,1,128164,"[14,358,16,5,1,1,128164]"
19,375,15,1,2,0,140625,"[19,375,15,1,2,0,140625]"
2,296,4,2,4,0,87616,"[2,296,4,2,4,0,87616]"
55,214,36,1,1,0,45796,"[55,214,36,1,1,0,45796]"
16,506,14,6,1,1,256036,"[16,506,14,6,1,1,256036]"
44,445,4,1,1,0,198025,"[44,445,4,1,1,0,198025]"
46,477,9,3,4,1,227529,"[46,477,9,3,4,1,227529]"
58,237,21,4,4,0,56169,"[58,237,21,4,4,0,56169]"
53,89,64,6,4,0,7921,"[53,89,64,6,4,0,7921]"
54,313,6,1,4,0,97969,"[54,313,6,1,4,0,97969]"
20,62,112,4,2,0,3844,"[20,62,112,4,2,0,3844]"
50,61,136,4,1,1,3721,"[50,61,136,4,1,1,3721]"
58,291,4,5,4,0,84681,"[58,291,4,5,4,0,84681]"
49,486,1,3,2,0,236196,"[49,486,1,3,2,0,236196]"
12,239,5,2,1,1,57121,"[12,239,5,2,1,1,57121]"
37,157,8,5,2,0,24649,"[37,157,8,5,2,0,24649]"
29,383,21,1,3,1,146689,"[29,383,21,1,3,1,146689]"
14,231,5,5,4,1,53361,"[14,231,5,5,4,1,53361]"
58,305,10,4,1,1,93025,"[58,305,10,4,1,1,93025]"
20,308,30,3,3,1,94864,"[20,308,30,3,3,1,94864]"
1,345,22,3,1,0,119025,"[1,345,22,3,1,0,119025]"
46,384,5,3,3,1,147456,"[46,384,5,3,3,1,147456]"
51,85,18,6,1,1,7225,"[51,85,18,6,1,1,7225]"
26,417,22,3,1,0,173889,"[26,417,22,3,1,0,173889]"
24,52,37,4,1,1,2704,"[24,52,37,4,1,1,2704]"
57,315,23,5,1,1,99225,"[57,315,23,5,1,1,99225]"
8,41,118,6,1,1,1681,"[8,41,118,6,1,1,1681]"
32,233,38,7,1,0,54289,"[32,233,38,7,1,0,54289]"
62,333,3,5,3,1,110889,"[62,333,3,5,3,1,110889]"
18,45,221,5,2,0,2025,"[18,45,221,5,2,0,2025]"
44,498,16,5,1,0,248004,"[44,498,16,5,1,0,248004]"
63,125,33,1,2,0,15625,"[63,125,33,1,2,0,15625]"
30,277,12,6,1,1,76729,"[30,277,12,6,1,1,76729]"
53,23,259,6,1,0,529,"[53,23,259,6,1,0,529]"
6,473,9,5,1,0,223729,"[6,473,9,5,1,0,223729]"
21,303,11,2,3,1,91809,"[21,303,11,2,3,1,91809]"
21,166,14,1,2,1,27556,"[21,166,14,1,2,1,27556]"
44,74,101,4,3,0,5476,"[44,74,101,4,3,0,5476]"
14,114,57,6,2,1,12996,"[14,114,57,6,2,1,12996]"
63,91,101,4,1,0,8281,"[63,91,101,4,1,0,8281]"
56,201,21,4,3,1,40401,"[56,201,21,4,3,1,40401]"
13,155,33,2,1,1,24025,"[13,155,33,2,1,1,24025]"
39,444,9,1,3,1,197136,"[39,444,9,1,3,1,197136]"
30,483,17,7,4,1,233289,"[30,483,17,7,4,1,233289]"
5,294,21,3,3,0,86436,"[5,294,21,3,3,0,86436]"
21,480,13,2,2,1,230400,"[21,480,13,2,2,1,230400]"
18,475,7,6,1,0,225625,"[18,475,7,6,1,0,225625]"
12,220,40,5,2,1,48400,"[12,220,40,5,2,1,48400]"
47,265,10,5,2,1,70225,"[47,265,10,5,2,1,70225]"
20,249,33,1,4,0,62001,"[20,249,33,1,4,0,62001]"
32,314,24,1,2,0,98596,"[32,314,24,1,2,0,98596]"
64,440,4,6,3,1,193600,"[64,440,4,6,3,1,193600]"
41,393,15,4,4,0,154449,"[41,393,15,4,4,0,154449]"
42,365,21,3,2,0,133225,"[42,365,21,3,2,0,133225]"
51,293,10,3,1,0,85849,"[51,293,10,3,1,0,85849]"
29,356,10,6,3,1,126736,"[29,356,10,6,3,1,126736]"
38,467,20,5,3,0,218089,"[38,467,20,5,3,0,218089]"
47,255,29,4,4,1,65025,"[47,255,29,4,4,1,65025]"
41,254,5,3,3,0,64516,"[41,254,5,3,3,0,64516]"
41,318,11,3,1,1,101124,"[41,318,11,3,1,1,101124]"
45,479,18,7,1,0,229441,"[45,479,18,7,1,0,229441]"
40,199,24,7,3,0,39601,"[40,199,24,7,3,0,39601]"
11,377,18,2,2,0,142129,"[11,377,18,2,2,0,142129]"
63,448,1,6,4,1,200704,"[63,448,1,6,4,1,200704]"
37,444,19,2,2,0,197136,"[37,444,19,2,2,0,197136]"
58,4,1260,3,1,0,16,"[58,4,1260,3,1,0,16]"
58,177,48,3,2,0,31329,"[58,177,48,3,2,0,31329]"
1,262,24,7,4,1,68644,"[1,262,24,7,4,1,68644]"
35,358,2,1,1,1,128164,"[35,358,2,1,1,1,128164]"
25,207,14,5,3,1,42849,"[25,207,14,5,3,1,42849]"
34,395,16,3,4,1,156025,"[34,395,16,3,4,1,156025]"
47,139,57,6,1,0,19321,"[47,139,57,6,1,0,19321]"
42,431,2,7,3,0,185761,"[42,431,2,7,3,0,185761]"
59,39,74,1,2,1,1521,"[59,39,74,1,2,1,1521]"
6,424,14,2,2,0,179776,"[6,424,14,2,2,0,179776]"
42,155,14,5,4,1,24025,"[42,155,14,5,4,1,24025]"
31,40,14,3,4,1,1600,"[31,40,14,3,4,1,1600]"
40,242,4,1,3,0,58564,"[40,242,4,1,3,0,58564]"
47,481,16,2,3,0,231361,"[47,481,16,2,3,0,231361]"
32,405,3,5,1,1,164025,"[32,405,3,5,1,1,164025]"
50,283,6,2,1,0,80089,"[50,283,6,2,1,0,80089]"
59,362,1,1,1,0,131044,"[59,362,1,1,1,0,131044]"
50,97,2,3,2,1,9409,"[50,97,2,3,2,1,9409]"
23,126,74,2,3,0,15876,"[23,126,74,2,3,0,15876]"
6,349,23,6,3,0,121801,"[6,349,23,6,3,0,121801]"
37,434,6,1,4,0,188356,"[37,434,6,1,4,0,188356]"
14,267,18,7,1,0,71289,"[14,267,18,7,1,0,71289]"
21,257,22,1,2,0,66049,"[21,257,22,1,2,0,66049]"
39,111,54,7,3,1,12321,"[39,111,54,7,3,1,12321]"
26,278,30,7,2,1,77284,"[26,278,30,7,2,1,77284]"
45,404,6,7,3,0,163216,"[45,404,6,7,3,0,163216]"
39,474,15,5,3,1,224676,"[39,474,15,5,3,1,224676]"
30,289,10,4,3,1,83521,"[30,289,10,4,3,1,83521]"
25,135,56,4,3,0,18225,"[25,135,56,4,3,0,18225]"
26,141,6,4,4,0,19881,"[26,141,6,4,4,0,19881]"
12,43,129,1,3,1,1849,"[12,43,129,1,3,1,1849]"
45,114,41,1,1,1,12996,"[45,114,41,1,1,1,12996]"
38,260,36,7,1,0,67600,"[38,260,36,7,1,0,67600]"
54,157,18,1,2,1,24649,"[54,157,18,1,2,1,24649]"
24,157,9,7,1,1,24649,"[24,157,9,7,1,1,24649]"
48,118,71,5,1,1,13924,"[48,118,71,5,1,1,13924]"
53,446,10,1,2,0,198916,"[53,446,10,1,2,0,198916]"
24,97,78,1,2,1,9409,"[24,97,78,1,2,1,9409]"
58,108,79,6,1,1,11664,"[58,108,79,6,1,1,11664]"
25,386,12,6,4,0,148996,"[25,386,12,6,4,0,148996]"
30,163,19,2,1,0,26569,"[30,163,19,2,1,0,26569]"
49,99,51,3,3,0,9801,"[49,99,51,3,3,0,9801]"
44,445,20,6,1,1,198025,"[44,445,20,6,1,1,198025]"
15,101,36,1,1,0,10201,"[15,101,36,1,1,0,10201]"
17,501,17,7,1,0,251001,"[17,501,17,7,1,0,251001]"
17,316,25,7,1,0,99856,"[17,316,25,7,1,0,99856]"
53,422,2,5,4,1,178084,"[53,422,2,5,4,1,178084]"
32,49,180,3,2,1,2401,"[32,49,180,3,2,1,2401]"
50,142,55,2,2,1,20164,"[50,142,55,2,2,1,20164]"
49,326,1,7,4,1,106276,"[49,326,1,7,4,1,106276]"
2,207,22,5,1,0,42849,"[2,207,22,5,1,0,42849]"
21,144,55,2,4,0,20736,"[21,144,55,2,4,0,20736]"
49,297,9,7,3,0,88209,"[49,297,9,7,3,0,88209]"
34,307,30,2,1,0,94249,"[34,307,30,2,1,0,94249]"
19,40,204,5,1,0,1600,"[19,40,204,5,1,0,1600]"
23,202,25,6,3,1,40804,"[23,202,25,6,3,1,40804]"
49,396,9,4,2,1,156816,"[49,396,9,4,2,1,156816]"
23,368,1,7,2,0,135424,"[23,368,1,7,2,0,135424]"
24,11,686,3,3,1,121,"[24,11,686,3,3,1,121]"
35,475,9,5,1,0,225625,"[35,475,9,5,1,0,225625]"
60,435,3,1,4,0,189225,"[60,435,3,1,4,0,189225]"
33,211,37,2,1,1,44521,"[33,211,37,2,1,1,44521]"
7,342,22,6,3,0,116964,"[7,342,22,6,3,0,116964]"
39,113,11,5,2,1,12769,"[39,113,11,5,2,1,12769]"
58,161,37,5,1,0,25921,"[58,161,37,5,1,0,25921]"
16,41,62,6,3,0,1681,"[16,41,62,6,3,0,1681]"
25,429,16,4,4,1,184041,"[25,429,16,4,4,1,184041]"
5,440,10,2,4,1,193600,"[5,440,10,2,4,1,193600]"
46,413,4,5,3,0,170569,"[46,413,4,5,3,0,170569]"
1,47,53,1,4,0,2209,"[1,47,53,1,4,0,2209]"
55,66,101,5,1,0,4356,"[55,66,101,5,1,0,4356]"
18,7,363,3,1,0,49,"[18,7,363,3,1,0,49]"
41,22,231,4,2,0,484,"[41,22,231,4,2,0,484]"
37,225,4,1,3,0,50625,"[37,225,4,1,3,0,50625]"
49,332,6,2,1,0,110224,"[49,332,6,2,1,0,110224]"
23,89,76,6,2,1,7921,"[23,89,76,6,2,1,7921]"
21,332,17,7,2,0,110224,"[21,332,17,7,2,0,110224]"
18,67,137,4,4,0,4489,"[18,67,137,4,4,0,4489]"
19,155,12,5,2,1,24025,"[19,155,12,5,2,1,24025]"
53,466,9,5,2,1,217156,"[53,466,9,5,2,1,217156]"
13,218,42,2,1,1,47524,"[13,218,42,2,1,1,47524]"
50,199,21,1,1,0,39601,"[50,199,21,1,1,0,39601]"
36,382,15,4,4,0,145924,"[36,382,15,4,4,0,145924]"
16,332,22,3,4,0,110224,"[16,332,22,3,4,0,110224]"
39,415,7,3,2,0,172225,"[39,415,7,3,2,0,172225]"
47,482,7,4,2,1,232324,"[47,482,7,4,2,1,232324]"
49,91,28,7,1,1,8281,"[49,91,28,7,1,1,8281]"
32,8,1232,5,1,1,64,"[32,8,1232,5,1,1,64]"
