batchsize,dim_input,dim_output,use_bias,activation_fct,hashkey
7,13319,1803,1,1,"[7,13319,1803,1,1]"
10,22434,3518,1,0,"[10,22434,3518,1,0]"
25,31640,167,1,1,"[25,31640,167,1,1]"
21,7368,63,1,1,"[21,7368,63,1,1]"
64,27789,3034,0,0,"[64,27789,3034,0,0]"
41,26854,4014,1,1,"[41,26854,4014,1,1]"
16,17433,1252,0,1,"[16,17433,1252,0,1]"
4,10360,1420,0,0,"[4,10360,1420,0,0]"
44,4708,1958,1,1,"[44,4708,1958,1,1]"
44,6494,1626,1,1,"[44,6494,1626,1,1]"
59,8805,2331,1,1,"[59,8805,2331,1,1]"
57,22948,763,0,1,"[57,22948,763,0,1]"
5,29466,2750,0,0,"[5,29466,2750,0,0]"
41,24176,3950,0,0,"[41,24176,3950,0,0]"
11,25514,1880,1,1,"[11,25514,1880,1,1]"
52,21846,913,0,1,"[52,21846,913,0,1]"
24,27743,690,1,0,"[24,27743,690,1,0]"
26,18486,3603,0,0,"[26,18486,3603,0,0]"
37,4748,1979,1,1,"[37,4748,1979,1,1]"
55,24622,2283,1,0,"[55,24622,2283,1,0]"
29,29831,3916,0,0,"[29,29831,3916,0,0]"
8,13504,1918,0,0,"[8,13504,1918,0,0]"
48,10383,143,1,1,"[48,10383,143,1,1]"
57,29147,1451,0,0,"[57,29147,1451,0,0]"
50,80,3831,1,0,"[50,80,3831,1,0]"
33,24429,2536,0,1,"[33,24429,2536,0,1]"
53,5388,483,1,1,"[53,5388,483,1,1]"
14,9373,3303,0,1,"[14,9373,3303,0,1]"
7,24998,2352,1,1,"[7,24998,2352,1,1]"
38,23382,644,1,1,"[38,23382,644,1,1]"
43,21557,2213,0,1,"[43,21557,2213,0,1]"
32,4245,259,1,1,"[32,4245,259,1,1]"
31,24561,3373,1,0,"[31,24561,3373,1,0]"
8,31941,2062,0,1,"[8,31941,2062,0,1]"
14,7806,3681,0,0,"[14,7806,3681,0,0]"
16,1018,2400,0,0,"[16,1018,2400,0,0]"
10,11397,691,0,1,"[10,11397,691,0,1]"
17,2592,457,0,1,"[17,2592,457,0,1]"
55,21765,3947,1,0,"[55,21765,3947,1,0]"
51,8258,4058,0,0,"[51,8258,4058,0,0]"
53,10965,3492,0,1,"[53,10965,3492,0,1]"
64,20667,77,0,0,"[64,20667,77,0,0]"
46,18860,3809,0,1,"[46,18860,3809,0,1]"
46,4121,3792,0,1,"[46,4121,3792,0,1]"
14,10117,2989,0,1,"[14,10117,2989,0,1]"
36,28848,3963,0,1,"[36,28848,3963,0,1]"
46,17463,3884,0,0,"[46,17463,3884,0,0]"
1,2777,2425,1,1,"[1,2777,2425,1,1]"
8,2548,2512,1,1,"[8,2548,2512,1,1]"
21,22424,2935,0,0,"[21,22424,2935,0,0]"
34,16578,317,0,0,"[34,16578,317,0,0]"
42,1917,3759,1,0,"[42,1917,3759,1,0]"
40,6294,603,1,1,"[40,6294,603,1,1]"
46,12921,3524,0,1,"[46,12921,3524,0,1]"
47,14582,395,1,0,"[47,14582,395,1,0]"
50,9438,1243,1,1,"[50,9438,1243,1,1]"
20,11505,2524,1,1,"[20,11505,2524,1,1]"
35,5639,1384,0,1,"[35,5639,1384,0,1]"
32,19562,779,1,1,"[32,19562,779,1,1]"
2,5774,979,0,1,"[2,5774,979,0,1]"
26,26548,1493,0,0,"[26,26548,1493,0,0]"
8,6165,2948,1,0,"[8,6165,2948,1,0]"
11,366,44,0,1,"[11,366,44,0,1]"
17,11430,1779,1,1,"[17,11430,1779,1,1]"
20,6008,1196,0,1,"[20,6008,1196,0,1]"
8,120,3682,1,1,"[8,120,3682,1,1]"
1,14623,2444,1,1,"[1,14623,2444,1,1]"
26,29207,1642,0,1,"[26,29207,1642,0,1]"
5,26404,1101,0,0,"[5,26404,1101,0,0]"
48,18971,1580,0,0,"[48,18971,1580,0,0]"
13,4449,1406,0,1,"[13,4449,1406,0,1]"
59,10770,1199,0,1,"[59,10770,1199,0,1]"
17,4345,1275,0,0,"[17,4345,1275,0,0]"
34,30383,994,0,0,"[34,30383,994,0,0]"
7,46,2084,0,1,"[7,46,2084,0,1]"
36,11947,2568,0,0,"[36,11947,2568,0,0]"
4,13112,3968,1,0,"[4,13112,3968,1,0]"
62,2942,558,1,0,"[62,2942,558,1,0]"
21,8541,1241,0,1,"[21,8541,1241,0,1]"
62,13829,490,0,0,"[62,13829,490,0,0]"
20,10063,339,0,0,"[20,10063,339,0,0]"
44,4771,2173,1,0,"[44,4771,2173,1,0]"
59,17853,1586,1,0,"[59,17853,1586,1,0]"
10,19306,1807,1,1,"[10,19306,1807,1,1]"
48,24546,905,0,1,"[48,24546,905,0,1]"
59,21448,196,1,0,"[59,21448,196,1,0]"
50,1442,829,0,1,"[50,1442,829,0,1]"
20,8231,1301,1,1,"[20,8231,1301,1,1]"
33,7405,3883,1,0,"[33,7405,3883,1,0]"
30,11290,183,0,0,"[30,11290,183,0,0]"
33,31747,370,1,1,"[33,31747,370,1,1]"
25,31062,2937,0,1,"[25,31062,2937,0,1]"
9,27747,2511,1,1,"[9,27747,2511,1,1]"
39,8926,1953,1,1,"[39,8926,1953,1,1]"
19,30283,712,0,0,"[19,30283,712,0,0]"
41,27637,2700,1,1,"[41,27637,2700,1,1]"
51,22140,2301,0,1,"[51,22140,2301,0,1]"
27,22830,3814,1,1,"[27,22830,3814,1,1]"
44,4723,2201,1,1,"[44,4723,2201,1,1]"
55,15525,2439,0,0,"[55,15525,2439,0,0]"
43,8209,3847,1,0,"[43,8209,3847,1,0]"
16,32442,3232,1,1,"[16,32442,3232,1,1]"
28,7795,2670,0,0,"[28,7795,2670,0,0]"
39,4271,4034,1,1,"[39,4271,4034,1,1]"
47,27118,1879,1,0,"[47,27118,1879,1,0]"
45,4667,2453,0,1,"[45,4667,2453,0,1]"
3,20375,1095,0,1,"[3,20375,1095,0,1]"
46,8485,3636,1,1,"[46,8485,3636,1,1]"
52,30078,4063,1,1,"[52,30078,4063,1,1]"
14,19121,1131,1,1,"[14,19121,1131,1,1]"
31,4042,3550,0,0,"[31,4042,3550,0,0]"
39,17940,1649,1,1,"[39,17940,1649,1,1]"
27,12668,1839,1,1,"[27,12668,1839,1,1]"
29,24313,2428,1,1,"[29,24313,2428,1,1]"
32,2384,2341,0,0,"[32,2384,2341,0,0]"
15,19031,2008,1,1,"[15,19031,2008,1,1]"
23,7592,1158,1,0,"[23,7592,1158,1,0]"
38,9681,3332,1,0,"[38,9681,3332,1,0]"
32,395,1743,1,0,"[32,395,1743,1,0]"
34,32553,1255,0,0,"[34,32553,1255,0,0]"
35,12288,2550,1,1,"[35,12288,2550,1,1]"
35,31923,3318,1,1,"[35,31923,3318,1,1]"
5,4196,1799,1,0,"[5,4196,1799,1,0]"
11,6720,3461,1,0,"[11,6720,3461,1,0]"
52,9750,3389,0,1,"[52,9750,3389,0,1]"
20,20397,2357,1,0,"[20,20397,2357,1,0]"
33,24231,2418,1,0,"[33,24231,2418,1,0]"
37,22751,3131,0,1,"[37,22751,3131,0,1]"
41,1098,2018,1,1,"[41,1098,2018,1,1]"
28,1292,1330,1,1,"[28,1292,1330,1,1]"
26,31814,2278,1,1,"[26,31814,2278,1,1]"
3,23729,3630,0,0,"[3,23729,3630,0,0]"
39,24735,3753,0,1,"[39,24735,3753,0,1]"
28,28716,3342,1,1,"[28,28716,3342,1,1]"
30,18383,3399,0,0,"[30,18383,3399,0,0]"
22,24908,3605,0,0,"[22,24908,3605,0,0]"
12,12416,967,1,1,"[12,12416,967,1,1]"
12,67,432,1,1,"[12,67,432,1,1]"
20,700,3647,1,0,"[20,700,3647,1,0]"
37,22566,467,1,1,"[37,22566,467,1,1]"
40,2942,4059,1,1,"[40,2942,4059,1,1]"
41,6628,4021,0,1,"[41,6628,4021,0,1]"
33,18289,261,1,0,"[33,18289,261,1,0]"
30,18795,3014,1,1,"[30,18795,3014,1,1]"
57,18126,2471,0,1,"[57,18126,2471,0,1]"
42,29341,3339,1,0,"[42,29341,3339,1,0]"
22,30424,2756,0,1,"[22,30424,2756,0,1]"
42,27684,1160,0,1,"[42,27684,1160,0,1]"
48,11333,3779,1,0,"[48,11333,3779,1,0]"
46,22283,2863,0,0,"[46,22283,2863,0,0]"
33,13004,2996,0,1,"[33,13004,2996,0,1]"
33,27636,1942,1,0,"[33,27636,1942,1,0]"
61,20530,3050,1,0,"[61,20530,3050,1,0]"
21,25002,48,1,0,"[21,25002,48,1,0]"
38,12725,1661,0,1,"[38,12725,1661,0,1]"
5,9104,423,1,0,"[5,9104,423,1,0]"
48,28871,905,1,1,"[48,28871,905,1,1]"
33,32529,2064,1,1,"[33,32529,2064,1,1]"
45,10769,1866,1,1,"[45,10769,1866,1,1]"
6,7530,3839,1,1,"[6,7530,3839,1,1]"
26,26589,1380,0,0,"[26,26589,1380,0,0]"
56,15499,1286,0,1,"[56,15499,1286,0,1]"
49,17351,3650,1,0,"[49,17351,3650,1,0]"
28,13958,3395,1,1,"[28,13958,3395,1,1]"
23,11375,2312,0,1,"[23,11375,2312,0,1]"
15,9774,1374,1,1,"[15,9774,1374,1,1]"
53,3495,3295,0,1,"[53,3495,3295,0,1]"
9,977,345,0,0,"[9,977,345,0,0]"
2,30751,1683,0,0,"[2,30751,1683,0,0]"
59,2875,1136,0,0,"[59,2875,1136,0,0]"
19,15261,1994,1,0,"[19,15261,1994,1,0]"
4,19707,1929,1,0,"[4,19707,1929,1,0]"
19,32350,2659,0,1,"[19,32350,2659,0,1]"
44,15209,1988,0,1,"[44,15209,1988,0,1]"
60,30674,3861,1,1,"[60,30674,3861,1,1]"
48,20063,693,0,0,"[48,20063,693,0,0]"
11,12488,811,1,0,"[11,12488,811,1,0]"
40,15809,1635,0,0,"[40,15809,1635,0,0]"
15,1282,635,1,1,"[15,1282,635,1,1]"
6,18214,185,0,0,"[6,18214,185,0,0]"
60,3596,4089,0,1,"[60,3596,4089,0,1]"
3,10813,2199,1,0,"[3,10813,2199,1,0]"
39,9617,3158,0,1,"[39,9617,3158,0,1]"
58,31504,865,0,0,"[58,31504,865,0,0]"
25,31033,3577,0,1,"[25,31033,3577,0,1]"
52,838,1673,0,0,"[52,838,1673,0,0]"
56,25819,284,0,1,"[56,25819,284,0,1]"
59,2603,410,0,1,"[59,2603,410,0,1]"
16,19672,575,1,1,"[16,19672,575,1,1]"
56,29990,2826,0,1,"[56,29990,2826,0,1]"
12,26265,3917,0,1,"[12,26265,3917,0,1]"
41,29060,3969,0,0,"[41,29060,3969,0,0]"
1,26603,3762,0,0,"[1,26603,3762,0,0]"
39,25688,1526,1,0,"[39,25688,1526,1,0]"
40,20784,309,0,1,"[40,20784,309,0,1]"
35,27252,3585,1,0,"[35,27252,3585,1,0]"
48,6924,2458,1,1,"[48,6924,2458,1,1]"
47,1731,1982,1,0,"[47,1731,1982,1,0]"
51,10491,726,1,0,"[51,10491,726,1,0]"
61,12438,2414,0,1,"[61,12438,2414,0,1]"
14,30386,2630,1,0,"[14,30386,2630,1,0]"
8,24184,1321,1,0,"[8,24184,1321,1,0]"
29,24692,3608,1,1,"[29,24692,3608,1,1]"
36,17087,796,1,1,"[36,17087,796,1,1]"
21,17830,441,0,0,"[21,17830,441,0,0]"
56,1414,2971,1,0,"[56,1414,2971,1,0]"
7,9480,3157,1,0,"[7,9480,3157,1,0]"
10,32460,2850,0,1,"[10,32460,2850,0,1]"
32,23821,3099,1,1,"[32,23821,3099,1,1]"
11,12413,1726,0,1,"[11,12413,1726,0,1]"
29,10227,616,1,1,"[29,10227,616,1,1]"
35,9074,489,0,1,"[35,9074,489,0,1]"
54,2227,1246,1,0,"[54,2227,1246,1,0]"
38,8042,2650,1,1,"[38,8042,2650,1,1]"
35,141,4059,1,1,"[35,141,4059,1,1]"
3,6538,1852,0,0,"[3,6538,1852,0,0]"
52,32125,2293,0,0,"[52,32125,2293,0,0]"
59,1656,3517,0,1,"[59,1656,3517,0,1]"
31,26650,1600,1,1,"[31,26650,1600,1,1]"
39,25286,1103,1,0,"[39,25286,1103,1,0]"
52,7955,2056,1,1,"[52,7955,2056,1,1]"
46,2372,807,1,1,"[46,2372,807,1,1]"
10,26366,221,0,0,"[10,26366,221,0,0]"
14,15968,2984,0,1,"[14,15968,2984,0,1]"
9,10001,3639,0,0,"[9,10001,3639,0,0]"
54,20241,3686,0,0,"[54,20241,3686,0,0]"
61,12907,4086,0,1,"[61,12907,4086,0,1]"
36,19465,872,0,0,"[36,19465,872,0,0]"
10,4441,1986,0,0,"[10,4441,1986,0,0]"
53,9542,1063,1,0,"[53,9542,1063,1,0]"
38,13827,3854,0,1,"[38,13827,3854,0,1]"
13,18561,4018,1,1,"[13,18561,4018,1,1]"
36,14187,3046,1,0,"[36,14187,3046,1,0]"
19,30589,934,1,1,"[19,30589,934,1,1]"
42,31098,106,1,1,"[42,31098,106,1,1]"
9,20316,3789,1,1,"[9,20316,3789,1,1]"
41,8750,2178,1,0,"[41,8750,2178,1,0]"
47,32379,300,1,1,"[47,32379,300,1,1]"
29,25068,2165,1,1,"[29,25068,2165,1,1]"
12,20788,2887,0,1,"[12,20788,2887,0,1]"
56,657,54,0,0,"[56,657,54,0,0]"
14,8076,133,0,0,"[14,8076,133,0,0]"
8,28123,3857,1,0,"[8,28123,3857,1,0]"
48,10945,1434,1,0,"[48,10945,1434,1,0]"
39,28465,1233,0,0,"[39,28465,1233,0,0]"
24,12513,1570,1,1,"[24,12513,1570,1,1]"
18,14089,713,1,1,"[18,14089,713,1,1]"
14,280,1039,0,0,"[14,280,1039,0,0]"
19,21955,3298,1,1,"[19,21955,3298,1,1]"
59,2390,2804,1,1,"[59,2390,2804,1,1]"
43,17891,1939,1,1,"[43,17891,1939,1,1]"
53,3527,3399,1,1,"[53,3527,3399,1,1]"
54,16868,1389,1,1,"[54,16868,1389,1,1]"
12,30004,1088,1,0,"[12,30004,1088,1,0]"
20,23756,1778,1,0,"[20,23756,1778,1,0]"
40,16922,1492,0,1,"[40,16922,1492,0,1]"
46,587,2909,0,1,"[46,587,2909,0,1]"
6,21249,801,0,0,"[6,21249,801,0,0]"
16,4482,4050,0,0,"[16,4482,4050,0,0]"
50,30717,47,1,1,"[50,30717,47,1,1]"
42,21278,657,0,1,"[42,21278,657,0,1]"
46,30179,3585,0,0,"[46,30179,3585,0,0]"
60,25269,719,1,0,"[60,25269,719,1,0]"
46,30757,2542,0,1,"[46,30757,2542,0,1]"
4,3498,2118,1,0,"[4,3498,2118,1,0]"
10,16945,3542,0,1,"[10,16945,3542,0,1]"
64,17026,3546,1,0,"[64,17026,3546,1,0]"
39,2255,247,1,0,"[39,2255,247,1,0]"
49,20523,1342,1,1,"[49,20523,1342,1,1]"
62,3234,2959,0,1,"[62,3234,2959,0,1]"
62,7466,2789,0,0,"[62,7466,2789,0,0]"
23,3105,215,1,1,"[23,3105,215,1,1]"
63,5762,3434,1,1,"[63,5762,3434,1,1]"
24,19645,973,0,0,"[24,19645,973,0,0]"
62,17639,2710,1,1,"[62,17639,2710,1,1]"
28,14413,3627,1,0,"[28,14413,3627,1,0]"
62,8710,1774,1,1,"[62,8710,1774,1,1]"
7,19304,3689,0,1,"[7,19304,3689,0,1]"
53,22337,2571,1,0,"[53,22337,2571,1,0]"
6,14334,3320,0,1,"[6,14334,3320,0,1]"
43,32107,220,1,0,"[43,32107,220,1,0]"
30,30692,84,1,0,"[30,30692,84,1,0]"
45,11889,2611,1,1,"[45,11889,2611,1,1]"
46,9735,1428,0,0,"[46,9735,1428,0,0]"
18,2183,1923,0,0,"[18,2183,1923,0,0]"
28,20945,483,0,0,"[28,20945,483,0,0]"
29,29339,3988,1,0,"[29,29339,3988,1,0]"
43,32530,3479,0,0,"[43,32530,3479,0,0]"
42,1120,2179,1,1,"[42,1120,2179,1,1]"
20,28613,3256,1,0,"[20,28613,3256,1,0]"
1,10151,369,1,1,"[1,10151,369,1,1]"
44,16293,3308,1,1,"[44,16293,3308,1,1]"
34,661,2689,1,1,"[34,661,2689,1,1]"
37,1940,2324,0,0,"[37,1940,2324,0,0]"
3,8708,1468,0,1,"[3,8708,1468,0,1]"
33,17428,2489,0,1,"[33,17428,2489,0,1]"
48,7458,2858,0,1,"[48,7458,2858,0,1]"
16,14367,2069,0,0,"[16,14367,2069,0,0]"
50,16627,117,0,0,"[50,16627,117,0,0]"
50,9329,3813,0,1,"[50,9329,3813,0,1]"
11,22276,3669,1,0,"[11,22276,3669,1,0]"
4,17050,3879,1,1,"[4,17050,3879,1,1]"
31,20103,4009,1,1,"[31,20103,4009,1,1]"
64,28955,534,0,1,"[64,28955,534,0,1]"
4,13710,2846,0,1,"[4,13710,2846,0,1]"
13,7474,2324,1,0,"[13,7474,2324,1,0]"
18,31740,2532,0,0,"[18,31740,2532,0,0]"
12,2253,256,1,0,"[12,2253,256,1,0]"
51,32131,3862,1,0,"[51,32131,3862,1,0]"
37,27941,1333,1,0,"[37,27941,1333,1,0]"
3,11734,119,1,0,"[3,11734,119,1,0]"
16,32047,695,0,1,"[16,32047,695,0,1]"
50,13262,1747,0,0,"[50,13262,1747,0,0]"
64,5389,1396,1,1,"[64,5389,1396,1,1]"
13,16036,3640,0,0,"[13,16036,3640,0,0]"
8,6848,844,1,1,"[8,6848,844,1,1]"
46,13150,2657,1,1,"[46,13150,2657,1,1]"
41,18334,1060,0,1,"[41,18334,1060,0,1]"
7,7541,2624,0,1,"[7,7541,2624,0,1]"
3,6773,3157,0,0,"[3,6773,3157,0,0]"
13,11403,2560,0,1,"[13,11403,2560,0,1]"
17,20098,961,1,0,"[17,20098,961,1,0]"
19,23242,2436,1,1,"[19,23242,2436,1,1]"
39,9335,1169,1,1,"[39,9335,1169,1,1]"
61,14759,3726,1,0,"[61,14759,3726,1,0]"
57,24977,514,0,0,"[57,24977,514,0,0]"
40,30074,655,0,0,"[40,30074,655,0,0]"
51,11655,3766,0,1,"[51,11655,3766,0,1]"
63,598,1783,1,1,"[63,598,1783,1,1]"
12,7827,2450,0,0,"[12,7827,2450,0,0]"
26,9456,330,1,0,"[26,9456,330,1,0]"
54,11030,1570,0,1,"[54,11030,1570,0,1]"
18,5582,902,0,0,"[18,5582,902,0,0]"
14,7851,688,0,1,"[14,7851,688,0,1]"
11,819,1900,0,0,"[11,819,1900,0,0]"
14,11694,2973,0,1,"[14,11694,2973,0,1]"
45,12997,1263,1,1,"[45,12997,1263,1,1]"
25,16165,729,1,0,"[25,16165,729,1,0]"
28,1386,793,1,1,"[28,1386,793,1,1]"
41,8299,3050,1,1,"[41,8299,3050,1,1]"
21,11280,34,1,1,"[21,11280,34,1,1]"
9,25078,1711,0,1,"[9,25078,1711,0,1]"
14,3926,2175,1,0,"[14,3926,2175,1,0]"
20,11368,4045,0,1,"[20,11368,4045,0,1]"
15,15247,1925,1,0,"[15,15247,1925,1,0]"
36,30633,2806,0,1,"[36,30633,2806,0,1]"
44,148,3611,0,0,"[44,148,3611,0,0]"
37,4115,1891,1,1,"[37,4115,1891,1,1]"
5,9596,3358,0,0,"[5,9596,3358,0,0]"
25,7884,3468,0,1,"[25,7884,3468,0,1]"
27,31075,2183,0,1,"[27,31075,2183,0,1]"
4,20231,2361,0,0,"[4,20231,2361,0,0]"
46,11926,2033,0,1,"[46,11926,2033,0,1]"
37,9410,3526,1,0,"[37,9410,3526,1,0]"
25,17364,1057,1,1,"[25,17364,1057,1,1]"
51,14411,1600,1,1,"[51,14411,1600,1,1]"
63,18300,1780,1,1,"[63,18300,1780,1,1]"
43,12028,3148,0,0,"[43,12028,3148,0,0]"
60,27601,2650,1,0,"[60,27601,2650,1,0]"
34,26942,3659,1,1,"[34,26942,3659,1,1]"
33,20016,228,1,0,"[33,20016,228,1,0]"
42,908,3280,1,1,"[42,908,3280,1,1]"
28,21770,2166,1,1,"[28,21770,2166,1,1]"
44,5482,2071,1,0,"[44,5482,2071,1,0]"
27,10098,2498,0,0,"[27,10098,2498,0,0]"
52,25097,2556,0,1,"[52,25097,2556,0,1]"
33,22931,1533,1,0,"[33,22931,1533,1,0]"
43,21853,1868,1,0,"[43,21853,1868,1,0]"
22,21800,2675,1,0,"[22,21800,2675,1,0]"
62,6386,1928,0,1,"[62,6386,1928,0,1]"
53,24152,873,0,0,"[53,24152,873,0,0]"
52,10556,3976,0,1,"[52,10556,3976,0,1]"
48,2358,3206,0,1,"[48,2358,3206,0,1]"
4,1434,2605,1,1,"[4,1434,2605,1,1]"
47,3887,3523,0,1,"[47,3887,3523,0,1]"
62,11330,1699,1,0,"[62,11330,1699,1,0]"
41,12089,3199,0,0,"[41,12089,3199,0,0]"
2,3796,184,0,0,"[2,3796,184,0,0]"
5,6718,457,1,0,"[5,6718,457,1,0]"
13,16841,552,0,0,"[13,16841,552,0,0]"
39,26500,3251,1,1,"[39,26500,3251,1,1]"
24,11150,3233,0,1,"[24,11150,3233,0,1]"
53,10850,3586,1,0,"[53,10850,3586,1,0]"
26,29648,1963,0,1,"[26,29648,1963,0,1]"
19,29052,1408,0,0,"[19,29052,1408,0,0]"
14,31985,2714,0,0,"[14,31985,2714,0,0]"
26,19655,2700,0,0,"[26,19655,2700,0,0]"
48,17099,121,1,0,"[48,17099,121,1,0]"
60,3421,3863,0,0,"[60,3421,3863,0,0]"
33,15424,1134,0,0,"[33,15424,1134,0,0]"
30,11517,1622,0,1,"[30,11517,1622,0,1]"
15,17449,3892,1,0,"[15,17449,3892,1,0]"
14,30077,3470,0,1,"[14,30077,3470,0,1]"
7,9400,2667,1,1,"[7,9400,2667,1,1]"
35,9380,2463,1,0,"[35,9380,2463,1,0]"
44,3734,1040,1,1,"[44,3734,1040,1,1]"
4,24297,3881,1,0,"[4,24297,3881,1,0]"
10,13492,555,1,0,"[10,13492,555,1,0]"
18,28475,267,1,0,"[18,28475,267,1,0]"
29,632,328,0,1,"[29,632,328,0,1]"
54,13814,599,1,1,"[54,13814,599,1,1]"
1,17050,3679,0,0,"[1,17050,3679,0,0]"
22,6189,872,1,1,"[22,6189,872,1,1]"
24,18678,1949,0,1,"[24,18678,1949,0,1]"
59,18716,3738,1,1,"[59,18716,3738,1,1]"
63,2750,1073,1,0,"[63,2750,1073,1,0]"
28,2612,3577,1,1,"[28,2612,3577,1,1]"
2,14748,2148,1,0,"[2,14748,2148,1,0]"
13,1043,2195,0,0,"[13,1043,2195,0,0]"
62,31089,79,0,0,"[62,31089,79,0,0]"
2,30180,609,0,1,"[2,30180,609,0,1]"
64,4975,928,0,1,"[64,4975,928,0,1]"
40,28398,1648,0,1,"[40,28398,1648,0,1]"
38,10554,2540,0,1,"[38,10554,2540,0,1]"
11,27862,1457,1,0,"[11,27862,1457,1,0]"
59,30594,3584,0,1,"[59,30594,3584,0,1]"
46,355,124,1,1,"[46,355,124,1,1]"
13,25679,2278,1,1,"[13,25679,2278,1,1]"
24,27449,483,0,1,"[24,27449,483,0,1]"
62,3361,2906,0,0,"[62,3361,2906,0,0]"
49,31604,3562,0,1,"[49,31604,3562,0,1]"
31,1997,2555,0,1,"[31,1997,2555,0,1]"
14,11002,2515,0,1,"[14,11002,2515,0,1]"
30,21933,362,0,0,"[30,21933,362,0,0]"
44,4611,3109,1,1,"[44,4611,3109,1,1]"
18,16054,1081,1,0,"[18,16054,1081,1,0]"
37,22912,656,1,1,"[37,22912,656,1,1]"
61,30276,38,1,0,"[61,30276,38,1,0]"
40,8323,3576,0,1,"[40,8323,3576,0,1]"
47,9651,646,0,1,"[47,9651,646,0,1]"
47,32557,984,0,1,"[47,32557,984,0,1]"
58,30749,1539,1,0,"[58,30749,1539,1,0]"
60,2604,1706,0,1,"[60,2604,1706,0,1]"
50,32072,2835,0,0,"[50,32072,2835,0,0]"
3,31076,2121,0,1,"[3,31076,2121,0,1]"
13,12798,2324,0,0,"[13,12798,2324,0,0]"
7,29434,3841,1,0,"[7,29434,3841,1,0]"
55,22627,2586,0,0,"[55,22627,2586,0,0]"
18,1190,2712,1,0,"[18,1190,2712,1,0]"
9,32519,1117,1,1,"[9,32519,1117,1,1]"
30,18608,1329,1,0,"[30,18608,1329,1,0]"
11,25755,2935,0,0,"[11,25755,2935,0,0]"
5,21749,2773,1,1,"[5,21749,2773,1,1]"
64,6563,2835,0,0,"[64,6563,2835,0,0]"
11,11954,2244,0,1,"[11,11954,2244,0,1]"
28,6951,825,0,0,"[28,6951,825,0,0]"
46,9406,1531,0,1,"[46,9406,1531,0,1]"
34,27462,1500,1,0,"[34,27462,1500,1,0]"
9,20073,2891,0,0,"[9,20073,2891,0,0]"
52,493,3084,1,1,"[52,493,3084,1,1]"
16,13981,856,1,1,"[16,13981,856,1,1]"
5,19835,3713,1,0,"[5,19835,3713,1,0]"
53,5339,3852,0,1,"[53,5339,3852,0,1]"
6,16779,3163,0,0,"[6,16779,3163,0,0]"
26,29010,1064,1,1,"[26,29010,1064,1,1]"
58,21520,2709,1,1,"[58,21520,2709,1,1]"
16,17788,1772,1,1,"[16,17788,1772,1,1]"
21,3247,3044,0,0,"[21,3247,3044,0,0]"
8,12985,3624,1,1,"[8,12985,3624,1,1]"
5,10748,3564,1,0,"[5,10748,3564,1,0]"
46,25523,1298,0,1,"[46,25523,1298,0,1]"
39,25938,1660,0,1,"[39,25938,1660,0,1]"
26,8680,405,1,0,"[26,8680,405,1,0]"
7,8492,1770,0,0,"[7,8492,1770,0,0]"
16,20709,1893,1,1,"[16,20709,1893,1,1]"
61,12650,3006,0,0,"[61,12650,3006,0,0]"
20,1440,3005,0,0,"[20,1440,3005,0,0]"
59,18121,1418,0,1,"[59,18121,1418,0,1]"
28,19757,1190,0,0,"[28,19757,1190,0,0]"
43,6419,1465,1,1,"[43,6419,1465,1,1]"
37,23792,1059,0,0,"[37,23792,1059,0,0]"
13,12284,1011,0,1,"[13,12284,1011,0,1]"
61,20513,1115,1,0,"[61,20513,1115,1,0]"
22,26169,2005,1,0,"[22,26169,2005,1,0]"
6,16221,3003,1,0,"[6,16221,3003,1,0]"
1,5579,2768,0,1,"[1,5579,2768,0,1]"
15,27160,52,1,1,"[15,27160,52,1,1]"
47,29551,3743,0,0,"[47,29551,3743,0,0]"
47,15363,158,0,0,"[47,15363,158,0,0]"
61,19093,509,0,1,"[61,19093,509,0,1]"
31,24033,1912,1,1,"[31,24033,1912,1,1]"
43,25502,1499,1,1,"[43,25502,1499,1,1]"
34,31358,109,0,1,"[34,31358,109,0,1]"
29,14848,2939,0,1,"[29,14848,2939,0,1]"
12,17923,2454,1,0,"[12,17923,2454,1,0]"
6,17008,711,0,0,"[6,17008,711,0,0]"
42,20430,800,1,0,"[42,20430,800,1,0]"
59,25239,2366,0,1,"[59,25239,2366,0,1]"
62,26027,1202,0,1,"[62,26027,1202,0,1]"
42,11559,214,1,0,"[42,11559,214,1,0]"
13,14858,2813,0,1,"[13,14858,2813,0,1]"
36,3401,125,1,0,"[36,3401,125,1,0]"
10,27415,2577,1,1,"[10,27415,2577,1,1]"
10,199,925,0,1,"[10,199,925,0,1]"
62,8055,1594,0,1,"[62,8055,1594,0,1]"
17,12888,3779,1,0,"[17,12888,3779,1,0]"
27,23975,2402,0,1,"[27,23975,2402,0,1]"
9,8969,72,0,0,"[9,8969,72,0,0]"
20,10701,1339,1,0,"[20,10701,1339,1,0]"
16,15455,2922,0,0,"[16,15455,2922,0,0]"
21,22346,3576,1,1,"[21,22346,3576,1,1]"
52,4707,2368,1,0,"[52,4707,2368,1,0]"
56,24706,104,1,0,"[56,24706,104,1,0]"
31,1299,2359,0,1,"[31,1299,2359,0,1]"
40,25815,1297,1,0,"[40,25815,1297,1,0]"
54,6158,202,1,1,"[54,6158,202,1,1]"
10,9336,3404,0,0,"[10,9336,3404,0,0]"
25,21231,2848,0,0,"[25,21231,2848,0,0]"
16,21889,3431,1,1,"[16,21889,3431,1,1]"
